commune,code_commune,code_postal,type_local,surface_m2,valeur_fonciere,prix_m2,date_mutation
Pessac,33318,33600,Maison,102.0,445740.0,4370.0,2024-01-12
Bordeaux,33063,33200,Appartement,75.0,417000.0,5560.0,2024-01-09
Villenave-d'Ornon,33550,33140,Appartement,45.0,202000.0,4488.89,2024-01-12
Bordeaux,33063,33000,Maison,103.0,470000.0,4563.11,2024-01-10
Bordeaux,33063,33000,Appartement,20.0,99000.0,4950.0,2024-01-02
Talence,33522,33400,Appartement,70.0,217000.0,3100.0,2024-01-05
Bordeaux,33063,33000,Maison,55.0,325000.0,5909.09,2024-01-05
Villenave-d'Ornon,33550,33140,Appartement,39.0,151402.0,3882.1,2024-01-12
Pessac,33318,33600,Maison,62.0,205000.0,3306.45,2024-01-15
Bordeaux,33063,33200,Appartement,63.0,277700.0,4407.94,2024-01-11
Pessac,33318,33600,Maison,81.0,325000.0,4012.35,2024-01-17
Cestas,33122,33610,Maison,96.0,342000.0,3562.5,2024-01-15
Mérignac,33281,33700,Maison,80.0,275000.0,3437.5,2024-01-15
Bordeaux,33063,33000,Appartement,34.0,151030.0,4442.06,2024-01-12
Bègles,33039,33130,Appartement,59.0,195000.0,3305.08,2024-01-11
Gradignan,33192,33170,Maison,113.0,530200.0,4692.04,2024-01-15
Gradignan,33192,33170,Appartement,60.0,185000.0,3083.33,2024-01-15
Talence,33522,33400,Maison,90.0,346650.0,3851.67,2024-01-16
Bordeaux,33063,33300,Appartement,64.0,193000.0,3015.62,2024-01-11
Saint-Médard-en-Jalles,33449,33160,Appartement,80.0,87500.0,1093.75,2024-01-19
Mérignac,33281,33700,Appartement,56.0,220000.0,3928.57,2024-01-05
Mérignac,33281,33700,Appartement,50.0,169000.0,3380.0,2024-01-08
Bordeaux,33063,33000,Maison,191.0,1127000.0,5900.52,2024-01-02
Eysines,33162,33320,Appartement,42.0,135750.0,3232.14,2024-01-09
Talence,33522,33400,Appartement,66.0,275000.0,4166.67,2024-01-15
Le Bouscat,33069,33110,Appartement,78.0,262000.0,3358.97,2024-01-09
Margaux-Cantenac,33268,33460,Maison,95.0,277970.0,2926.0,2024-01-10
Villenave-d'Ornon,33550,33140,Appartement,39.0,120000.0,3076.92,2024-01-10
Pessac,33318,33600,Maison,85.0,365000.0,4294.12,2024-01-03
Talence,33522,33400,Appartement,65.0,188000.0,2892.31,2024-01-11
Bordeaux,33063,33800,Appartement,64.0,273000.0,4265.62,2024-01-08
Le Bouscat,33069,33110,Maison,55.0,315000.0,5727.27,2024-01-08
Saint-Médard-en-Jalles,33449,33160,Appartement,39.0,123000.0,3153.85,2024-01-04
Bordeaux,33063,33000,Appartement,67.0,271000.0,4044.78,2024-01-17
Lacanau,33214,33680,Maison,76.0,20000.0,263.16,2024-01-12
Bordeaux,33063,33000,Appartement,74.0,403536.0,5453.19,2024-01-19
Cestas,33122,33610,Maison,141.0,613400.0,4350.35,2024-01-22
Bordeaux,33063,33800,Maison,70.0,383000.0,5471.43,2024-01-19
Saint-Médard-en-Jalles,33449,33160,Maison,90.0,345000.0,3833.33,2024-01-11
Saint-Médard-en-Jalles,33449,33160,Maison,130.0,449460.0,3457.38,2024-01-15
Mérignac,33281,33700,Appartement,48.0,216200.0,4504.17,2024-01-08
Bordeaux,33063,33000,Appartement,35.0,151500.0,4328.57,2024-01-23
Talence,33522,33400,Maison,70.0,210000.0,3000.0,2024-01-08
Eysines,33162,33320,Maison,78.0,275910.0,3537.31,2024-01-18
Saint-Médard-en-Jalles,33449,33160,Maison,96.0,385000.0,4010.42,2024-01-15
Le Bouscat,33069,33110,Appartement,25.0,96000.0,3840.0,2024-01-10
Bordeaux,33063,33800,Appartement,15.0,90000.0,6000.0,2024-01-08
Le Haillan,33200,33185,Appartement,62.0,223000.0,3596.77,2024-01-12
Le Bouscat,33069,33110,Maison,150.0,260000.0,1733.33,2024-01-11
Parempuyre,33312,33290,Maison,79.0,351450.0,4448.73,2024-01-08
Eysines,33162,33320,Appartement,41.0,145000.0,3536.59,2024-01-22
Bordeaux,33063,33800,Maison,84.0,140187.0,1668.89,2024-01-08
Bordeaux,33063,33300,Appartement,59.0,215930.0,3659.83,2024-01-08
Le Haillan,33200,33185,Maison,83.0,323800.0,3901.2,2024-01-18
Bordeaux,33063,33800,Appartement,84.0,269400.0,3207.14,2024-01-11
Bordeaux,33063,33200,Appartement,22.0,510000.0,23181.82,2024-01-15
Bordeaux,33063,33200,Appartement,22.0,510000.0,23181.82,2024-01-15
Bordeaux,33063,33200,Appartement,22.0,510000.0,23181.82,2024-01-15
Bordeaux,33063,33200,Appartement,22.0,510000.0,23181.82,2024-01-15
Bordeaux,33063,33200,Appartement,22.0,510000.0,23181.82,2024-01-15
Saint-Médard-en-Jalles,33449,33160,Maison,160.0,871500.0,5446.88,2024-01-05
Bordeaux,33063,33300,Appartement,79.0,388000.0,4911.39,2024-01-18
Le Bouscat,33069,33110,Appartement,29.0,167190.0,5765.17,2024-01-19
Bordeaux,33063,33800,Maison,90.0,719800.0,7997.78,2024-01-17
Le Bouscat,33069,33110,Appartement,25.0,95000.0,3800.0,2024-01-05
Eysines,33162,33320,Maison,104.0,475400.0,4571.15,2024-01-15
Bordeaux,33063,33200,Appartement,103.0,608000.0,5902.91,2024-01-18
Pessac,33318,33600,Appartement,50.0,171500.0,3430.0,2024-01-16
Bordeaux,33063,33000,Appartement,37.0,185000.0,5000.0,2024-01-16
Gradignan,33192,33170,Maison,90.0,466666.0,5185.18,2024-01-10
Saint-Médard-en-Jalles,33449,33160,Maison,136.0,572300.0,4208.09,2024-01-02
Bègles,33039,33130,Appartement,67.0,205920.0,3073.43,2024-01-11
Pessac,33318,33600,Maison,117.0,480000.0,4102.56,2024-01-12
Bordeaux,33063,33000,Appartement,26.0,120000.0,4615.38,2024-01-18
Bordeaux,33063,33800,Appartement,61.0,147750.0,2422.13,2024-01-17
Mérignac,33281,33700,Maison,70.0,409100.0,5844.29,2024-01-16
Bordeaux,33063,33000,Appartement,55.0,115000.0,2090.91,2024-01-10
Mérignac,33281,33700,Appartement,67.0,280000.0,4179.1,2024-01-18
Gradignan,33192,33170,Maison,139.0,654225.0,4706.65,2024-01-18
Gradignan,33192,33170,Maison,139.0,654225.0,4706.65,2024-01-18
Mérignac,33281,33700,Appartement,70.0,175000.0,2500.0,2024-01-19
Eysines,33162,33320,Maison,81.0,383900.0,4739.51,2024-01-12
Saint-Médard-en-Jalles,33449,33160,Maison,96.0,220000.0,2291.67,2024-01-18
Saint-Médard-en-Jalles,33449,33160,Maison,115.0,443000.0,3852.17,2024-01-12
Villenave-d'Ornon,33550,33140,Maison,34.0,180000.0,5294.12,2024-01-17
Saint-Médard-en-Jalles,33449,33160,Maison,68.0,299000.0,4397.06,2024-01-18
Bordeaux,33063,33000,Appartement,96.0,244500.0,2546.88,2024-01-05
Pessac,33318,33600,Maison,100.0,368100.0,3681.0,2024-01-12
Bordeaux,33063,33200,Appartement,49.0,223000.0,4551.02,2024-01-23
Bordeaux,33063,33000,Appartement,25.0,76000.0,3040.0,2024-01-22
Villenave-d'Ornon,33550,33140,Maison,99.0,429000.0,4333.33,2024-01-10
Bordeaux,33063,33000,Appartement,35.0,235000.0,6714.29,2024-01-03
Pessac,33318,33600,Maison,72.0,230000.0,3194.44,2024-01-19
Lacanau,33214,33680,Maison,59.0,320000.0,5423.73,2024-01-02
Pessac,33318,33600,Appartement,85.0,422000.0,4964.71,2024-01-19
Saint-Médard-en-Jalles,33449,33160,Maison,93.0,340000.0,3655.91,2024-01-10
Bordeaux,33063,33000,Appartement,80.0,378600.0,4732.5,2024-01-04
Mérignac,33281,33700,Appartement,39.0,134203.0,3441.1,2024-01-09
Pessac,33318,33600,Maison,94.0,417540.0,4441.91,2024-01-22
Le Temple,33528,33680,Appartement,82.0,145000.0,1768.29,2024-01-05
Blanquefort,33056,33290,Maison,99.0,452000.0,4565.66,2024-01-11
Cestas,33122,33610,Maison,138.0,510095.0,3696.34,2024-01-10
Talence,33522,33400,Appartement,81.0,245000.0,3024.69,2024-01-10
Bordeaux,33063,33000,Appartement,24.0,73500.0,3062.5,2024-01-11
Bègles,33039,33130,Appartement,53.0,214000.0,4037.74,2024-01-11
Bègles,33039,33130,Appartement,85.0,214000.0,2517.65,2024-01-11
Bordeaux,33063,33800,Maison,81.0,410100.0,5062.96,2024-01-15
Bordeaux,33063,33300,Appartement,78.0,422000.0,5410.26,2024-01-15
Saint-Jean-d'Illac,33422,33127,Appartement,41.0,161960.0,3950.24,2024-01-11
Cestas,33122,33610,Maison,89.0,365000.0,4101.12,2024-01-19
Bordeaux,33063,33200,Appartement,77.0,259000.0,3363.64,2024-01-19
Bruges,33075,33520,Appartement,79.0,240000.0,3037.97,2024-01-23
Bordeaux,33063,33000,Appartement,42.0,205000.0,4880.95,2024-01-08
Talence,33522,33400,Appartement,103.0,280000.0,2718.45,2024-01-15
Le Bouscat,33069,33110,Maison,93.0,589780.0,6341.72,2024-01-15
Bordeaux,33063,33200,Appartement,42.0,165500.0,3940.48,2024-01-03
Bordeaux,33063,33000,Appartement,30.0,201949.94,6731.66,2024-01-11
Talence,33522,33400,Maison,98.0,439000.0,4479.59,2024-01-11
Mérignac,33281,33700,Maison,135.0,452850.0,3354.44,2024-01-09
Villenave-d'Ornon,33550,33140,Appartement,44.0,190000.0,4318.18,2024-01-09
Bordeaux,33063,33000,Appartement,38.0,145000.0,3815.79,2024-01-16
Le Bouscat,33069,33110,Maison,105.0,447000.0,4257.14,2024-01-19
Labarde,33211,33460,Maison,114.0,304600.0,2671.93,2024-01-19
Bordeaux,33063,33000,Maison,180.0,800000.0,4444.44,2024-01-19
Bordeaux,33063,33300,Appartement,45.0,174800.0,3884.44,2024-01-11
Bordeaux,33063,33300,Maison,70.0,260000.0,3714.29,2024-01-17
Villenave-d'Ornon,33550,33140,Appartement,31.0,120000.0,3870.97,2024-01-09
Villenave-d'Ornon,33550,33140,Maison,90.0,650000.0,7222.22,2024-01-15
Le Bouscat,33069,33110,Maison,108.0,148000.0,1370.37,2024-01-16
Talence,33522,33400,Appartement,70.0,200000.0,2857.14,2024-01-17
Castelnau-de-Médoc,33104,33480,Maison,102.0,294000.0,2882.35,2024-01-19
Talence,33522,33400,Appartement,28.0,165000.0,5892.86,2024-01-19
Bordeaux,33063,33000,Appartement,140.0,950000.0,6785.71,2024-01-05
Bordeaux,33063,33300,Appartement,50.0,186000.0,3720.0,2024-01-18
Bordeaux,33063,33000,Appartement,24.0,147802.0,6158.42,2024-01-18
Eysines,33162,33320,Maison,153.0,727900.0,4757.52,2024-01-16
Bordeaux,33063,33300,Appartement,31.0,159190.0,5135.16,2024-01-19
Pessac,33318,33600,Appartement,81.0,327050.0,4037.65,2024-01-15
Bordeaux,33063,33000,Appartement,78.0,395000.0,5064.1,2024-01-19
Bordeaux,33063,33000,Appartement,60.0,223000.0,3716.67,2024-01-19
Mérignac,33281,33700,Appartement,68.0,255000.0,3750.0,2024-01-09
Pessac,33318,33600,Maison,151.0,532500.0,3526.49,2024-01-18
Bruges,33075,33520,Appartement,79.0,257000.0,3253.16,2024-01-22
Bruges,33075,33520,Appartement,62.0,248434.0,4007.0,2024-01-11
Blanquefort,33056,33290,Maison,109.0,240000.0,2201.83,2024-01-24
Bruges,33075,33520,Appartement,68.0,204000.0,3000.0,2024-01-24
Blanquefort,33056,33290,Appartement,91.0,285000.0,3131.87,2024-01-10
Bordeaux,33063,33300,Appartement,57.0,230000.0,4035.09,2024-01-10
Bordeaux,33063,33200,Maison,72.0,595290.0,8267.92,2024-01-05
Castelnau-de-Médoc,33104,33480,Appartement,35.0,80000.0,2285.71,2024-01-10
Bordeaux,33063,33200,Maison,153.0,700000.0,4575.16,2024-01-25
Bordeaux,33063,33300,Maison,70.0,430000.0,6142.86,2024-01-12
Eysines,33162,33320,Maison,121.0,410000.0,3388.43,2024-01-12
Mérignac,33281,33700,Maison,95.0,410000.0,4315.79,2024-01-19
Lamarque,33220,33460,Maison,112.0,260500.0,2325.89,2024-01-19
Mérignac,33281,33700,Maison,115.0,530000.0,4608.7,2024-01-15
Pessac,33318,33600,Appartement,63.0,235000.0,3730.16,2024-01-18
Le Bouscat,33069,33110,Appartement,45.0,175000.0,3888.89,2024-01-29
Lacanau,33214,33680,Maison,156.0,120000.0,769.23,2024-01-10
Mérignac,33281,33700,Maison,77.0,385000.0,5000.0,2024-01-10
Pessac,33318,33600,Maison,107.0,412000.0,3850.47,2024-01-24
Le Taillan-Médoc,33519,33320,Appartement,59.0,179200.0,3037.29,2024-01-23
Mérignac,33281,33700,Maison,135.0,535650.0,3967.78,2024-01-04
Bordeaux,33063,33200,Appartement,29.0,149143.0,5142.86,2024-01-22
Bordeaux,33063,33300,Appartement,69.0,186120.0,2697.39,2024-01-23
Bordeaux,33063,33300,Appartement,46.0,141471.0,3075.46,2024-01-23
Saint-Médard-en-Jalles,33449,33160,Maison,110.0,145000.0,1318.18,2024-01-24
Bordeaux,33063,33300,Appartement,53.0,310030.0,5849.62,2024-01-11
Talence,33522,33400,Appartement,85.0,295000.0,3470.59,2024-01-22
Mérignac,33281,33700,Appartement,100.0,229728.0,2297.28,2024-01-17
Saint-Médard-en-Jalles,33449,33160,Maison,85.0,401040.0,4718.12,2024-01-19
Le Bouscat,33069,33110,Appartement,114.0,380000.0,3333.33,2024-01-25
Canéjan,33090,33610,Maison,140.0,656750.0,4691.07,2024-01-17
Pessac,33318,33600,Maison,82.0,370000.0,4512.2,2024-01-23
Eysines,33162,33320,Appartement,39.0,124000.0,3179.49,2024-01-29
Bordeaux,33063,33000,Appartement,40.0,193000.0,4825.0,2024-01-29
Pessac,33318,33600,Maison,95.0,272300.0,2866.32,2024-01-23
Eysines,33162,33320,Appartement,40.0,150000.0,3750.0,2024-01-23
Saint-Médard-en-Jalles,33449,33160,Maison,153.0,660400.0,4316.34,2024-01-12
Bègles,33039,33130,Appartement,52.0,162800.0,3130.77,2024-01-18
Gradignan,33192,33170,Appartement,70.0,248000.0,3542.86,2024-01-23
Bordeaux,33063,33100,Maison,45.0,247000.0,5488.89,2024-01-08
Mérignac,33281,33700,Appartement,37.0,155000.0,4189.19,2024-01-24
Bordeaux,33063,33800,Appartement,30.0,132000.0,4400.0,2024-01-22
Bordeaux,33063,33000,Appartement,58.0,258000.0,4448.28,2024-01-25
Pessac,33318,33600,Maison,149.0,638000.0,4281.88,2024-01-18
Gradignan,33192,33170,Appartement,36.0,112000.0,3111.11,2024-01-25
Lacanau,33214,33680,Appartement,16.0,130000.0,8125.0,2024-01-10
Villenave-d'Ornon,33550,33140,Appartement,59.0,188925.0,3202.12,2024-01-19
Bordeaux,33063,33000,Appartement,46.0,210000.0,4565.22,2024-01-23
Bordeaux,33063,33000,Maison,100.0,818620.0,8186.2,2024-01-19
Villenave-d'Ornon,33550,33140,Maison,82.0,347400.0,4236.59,2024-01-23
Saint-Médard-en-Jalles,33449,33160,Maison,104.0,446200.0,4290.38,2024-01-15
Bègles,33039,33130,Appartement,44.0,142000.0,3227.27,2024-01-11
Bègles,33039,33130,Appartement,90.0,247995.0,2755.5,2024-01-18
Pessac,33318,33600,Maison,75.0,291275.0,3883.67,2024-01-23
Villenave-d'Ornon,33550,33140,Appartement,62.0,200000.0,3225.81,2024-01-26
Bruges,33075,33520,Appartement,41.0,140500.0,3426.83,2024-01-18
Bordeaux,33063,33000,Appartement,150.0,1800000.0,12000.0,2024-01-10
Bordeaux,33063,33300,Appartement,72.0,252400.0,3505.56,2024-01-29
Villenave-d'Ornon,33550,33140,Appartement,64.0,190000.0,2968.75,2024-01-10
Bordeaux,33063,33000,Appartement,32.0,140000.0,4375.0,2024-01-26
Mérignac,33281,33700,Maison,96.0,416055.0,4333.91,2024-01-18
Le Bouscat,33069,33110,Appartement,73.0,212500.0,2910.96,2024-01-17
Bordeaux,33063,33800,Appartement,57.0,212500.0,3728.07,2024-01-25
Le Bouscat,33069,33110,Appartement,67.0,267500.0,3992.54,2024-01-08
Bordeaux,33063,33300,Appartement,66.0,208000.0,3151.52,2024-01-15
Saint-Médard-en-Jalles,33449,33160,Maison,110.0,446000.0,4054.55,2024-01-03
Le Haillan,33200,33185,Appartement,55.0,192381.0,3497.84,2024-01-11
Bordeaux,33063,33300,Appartement,62.0,215000.0,3467.74,2024-01-10
Arsac,33012,33460,Maison,81.0,339690.0,4193.7,2024-01-29
Arsac,33012,33460,Maison,81.0,339690.0,4193.7,2024-01-29
Mérignac,33281,33700,Appartement,35.0,148500.0,4242.86,2024-01-12
Bordeaux,33063,33300,Appartement,35.0,166300.0,4751.43,2024-01-17
Pessac,33318,33600,Appartement,43.0,155000.0,3604.65,2024-01-26
Talence,33522,33400,Appartement,20.0,103000.0,5150.0,2024-01-26
Bordeaux,33063,33000,Appartement,18.0,62000.0,3444.44,2024-01-15
Bordeaux,33063,33000,Maison,100.0,500000.0,5000.0,2024-01-12
Bordeaux,33063,33000,Appartement,60.0,315000.0,5250.0,2024-01-16
Pessac,33318,33600,Appartement,22.0,110000.0,5000.0,2024-01-24
Pessac,33318,33600,Appartement,62.0,250000.0,4032.26,2024-01-26
Bordeaux,33063,33000,Maison,48.0,208500.0,4343.75,2024-01-16
Bordeaux,33063,33000,Appartement,158.0,1070000.0,6772.15,2024-01-11
Bordeaux,33063,33000,Appartement,50.0,1070000.0,21400.0,2024-01-11
Pessac,33318,33600,Maison,33.0,120000.0,3636.36,2024-01-05
Talence,33522,33400,Appartement,67.0,280000.0,4179.1,2024-01-15
Mérignac,33281,33700,Appartement,60.0,150000.0,2500.0,2024-01-23
Ludon-Médoc,33256,33290,Appartement,34.0,581000.0,17088.24,2024-01-11
Ludon-Médoc,33256,33290,Appartement,34.0,581000.0,17088.24,2024-01-11
Ludon-Médoc,33256,33290,Appartement,54.0,581000.0,10759.26,2024-01-11
Ludon-Médoc,33256,33290,Appartement,36.0,581000.0,16138.89,2024-01-11
Ludon-Médoc,33256,33290,Appartement,33.0,581000.0,17606.06,2024-01-11
Ludon-Médoc,33256,33290,Appartement,33.0,581000.0,17606.06,2024-01-11
Ludon-Médoc,33256,33290,Appartement,33.0,581000.0,17606.06,2024-01-11
Ludon-Médoc,33256,33290,Appartement,33.0,581000.0,17606.06,2024-01-11
Ludon-Médoc,33256,33290,Appartement,33.0,581000.0,17606.06,2024-01-11
Ludon-Médoc,33256,33290,Appartement,33.0,581000.0,17606.06,2024-01-11
Bordeaux,33063,33300,Appartement,48.0,168076.2,3501.59,2024-01-25
Bordeaux,33063,33300,Appartement,51.0,157400.0,3086.27,2024-01-29
Le Bouscat,33069,33110,Maison,144.0,37000.0,256.94,2024-01-18
Le Taillan-Médoc,33519,33320,Maison,96.0,355000.0,3697.92,2024-01-10
Bordeaux,33063,33000,Appartement,66.0,367500.0,5568.18,2024-01-12
Cestas,33122,33610,Maison,80.0,230000.0,2875.0,2024-01-26
Bordeaux,33063,33300,Appartement,88.0,186000.0,2113.64,2024-01-26
Le Taillan-Médoc,33519,33320,Maison,83.0,270000.0,3253.01,2024-01-16
Bordeaux,33063,33000,Appartement,160.0,1785000.0,11156.25,2024-01-26
Lacanau,33214,33680,Maison,67.0,540000.0,8059.7,2024-01-15
Mérignac,33281,33700,Maison,110.0,646200.0,5874.55,2024-01-30
Bruges,33075,33520,Appartement,48.0,202500.0,4218.75,2024-01-18
Bruges,33075,33520,Appartement,62.0,202500.0,3266.13,2024-01-18
Lacanau,33214,33680,Appartement,28.0,166810.0,5957.5,2024-01-18
Bordeaux,33063,33800,Maison,65.0,335000.0,5153.85,2024-01-23
Bruges,33075,33520,Appartement,73.0,200000.0,2739.73,2024-01-11
Saint-Médard-en-Jalles,33449,33160,Appartement,70.0,296830.0,4240.43,2024-01-18
