commune,code_commune,code_postal,type_local,surface_m2,pieces,valeur_fonciere,prix_m2,date_mutation
Nantes,44109,44000,Appartement,56.0,2.0,255000.0,4553.57,2023-02-10
Nantes,44109,44000,Appartement,56.0,3.0,190000.0,3392.86,2023-02-16
Nantes,44109,44300,Appartement,56.0,2.0,136000.0,2428.57,2023-03-03
Nantes,44109,44100,Appartement,56.0,2.0,236000.0,4214.29,2023-03-13
Nantes,44109,44100,Appartement,56.0,3.0,185000.0,3303.57,2023-03-15
Nantes,44109,44100,Appartement,56.0,3.0,158500.0,2830.36,2023-03-01
Nantes,44109,44000,Appartement,56.0,1.0,64000.0,1142.86,2023-03-02
Nantes,44109,44000,Appartement,56.0,3.0,280000.0,5000.0,2023-03-17
Nantes,44109,44000,Appartement,56.0,3.0,281000.0,5017.86,2023-04-03
Nantes,44109,44300,Appartement,56.0,3.0,165000.0,2946.43,2023-03-27
Nantes,44109,44300,Appartement,56.0,3.0,140000.0,2500.0,2023-04-11
Nantes,44109,44000,Appartement,56.0,3.0,300000.0,5357.14,2023-05-02
Nantes,44109,44200,Appartement,56.0,3.0,412500.0,7366.07,2023-04-28
Nantes,44109,44300,Appartement,56.0,2.0,165000.0,2946.43,2023-04-14
Nantes,44109,44300,Appartement,56.0,3.0,130000.0,2321.43,2023-05-09
Nantes,44109,44000,Appartement,56.0,3.0,164000.0,2928.57,2023-05-17
Nantes,44109,44200,Appartement,56.0,3.0,157000.0,2803.57,2023-06-01
Nantes,44109,44000,Appartement,56.0,3.0,219000.0,3910.71,2023-05-26
Nantes,44109,44200,Appartement,56.0,3.0,246500.0,4401.79,2023-06-07
Nantes,44109,44100,Appartement,56.0,3.0,196300.0,3505.36,2023-06-13
Nantes,44109,44000,Appartement,56.0,3.0,208000.0,3714.29,2023-06-23
Nantes,44109,44000,Appartement,56.0,2.0,241000.0,4303.57,2023-06-30
Nantes,44109,44000,Appartement,56.0,2.0,275000.0,4910.71,2023-07-28
Nantes,44109,44000,Appartement,56.0,3.0,310000.0,5535.71,2023-08-28
Nantes,44109,44000,Appartement,56.0,3.0,265000.0,4732.14,2023-09-04
Nantes,44109,44200,Appartement,56.0,2.0,120700.0,2155.36,2023-08-31
Nantes,44109,44100,Appartement,56.0,3.0,151000.0,2696.43,2023-08-30
Nantes,44109,44300,Appartement,56.0,2.0,83300.0,1487.5,2023-09-13
Nantes,44109,44000,Appartement,56.0,2.0,175000.0,3125.0,2023-09-22
Nantes,44109,44300,Appartement,56.0,3.0,175000.0,3125.0,2023-10-16
Nantes,44109,44000,Appartement,56.0,2.0,256000.0,4571.43,2023-10-30
Nantes,44109,44000,Appartement,56.0,3.0,195000.0,3482.14,2023-11-17
Nantes,44109,44200,Appartement,56.0,3.0,205000.0,3660.71,2023-12-05
Nantes,44109,44100,Appartement,56.0,3.0,179900.0,3212.5,2023-12-15
Nantes,44109,44000,Appartement,56.0,3.0,173000.0,3089.29,2023-12-14
Nantes,44109,44000,Appartement,56.0,3.0,270600.0,4832.14,2023-12-29
Nantes,44109,44100,Appartement,56.0,3.0,98500.0,1758.93,2023-12-29
Nantes,44109,44300,Appartement,57.0,3.0,240000.0,4210.53,2023-01-05
Nantes,44109,44100,Appartement,57.0,3.0,230000.0,4035.09,2023-01-06
Nantes,44109,44000,Appartement,57.0,2.0,118000.0,2070.18,2023-01-13
Nantes,44109,44000,Appartement,57.0,3.0,274000.0,4807.02,2023-01-06
Nantes,44109,44300,Appartement,57.0,3.0,238000.0,4175.44,2023-01-11
Nantes,44109,44000,Appartement,57.0,3.0,248000.0,4350.88,2023-02-03
Nantes,44109,44300,Appartement,57.0,3.0,192000.0,3368.42,2023-02-02
Nantes,44109,44000,Appartement,57.0,3.0,225000.0,3947.37,2023-01-25
Nantes,44109,44100,Appartement,57.0,3.0,140000.0,2456.14,2023-02-13
Nantes,44109,44000,Appartement,57.0,3.0,230805.0,4049.21,2023-02-16
Nantes,44109,44100,Appartement,57.0,3.0,228000.0,4000.0,2023-03-06
Nantes,44109,44300,Appartement,57.0,3.0,220000.0,3859.65,2023-02-28
Nantes,44109,44000,Appartement,57.0,2.0,227200.0,3985.96,2023-03-01
Nantes,44109,44200,Appartement,57.0,3.0,225000.0,3947.37,2023-04-19
Nantes,44109,44300,Appartement,57.0,2.0,155000.0,2719.3,2023-04-25
Nantes,44109,44000,Appartement,57.0,3.0,203000.0,3561.4,2023-04-13
Nantes,44109,44200,Appartement,57.0,3.0,203000.0,3561.4,2023-05-09
Nantes,44109,44000,Appartement,57.0,2.0,300000.0,5263.16,2023-05-02
Nantes,44109,44100,Appartement,57.0,3.0,185000.0,3245.61,2023-05-15
Nantes,44109,44000,Appartement,57.0,3.0,365931.1,6419.84,2023-05-16
Nantes,44109,44000,Appartement,57.0,2.0,236000.0,4140.35,2023-06-09
Nantes,44109,44100,Appartement,57.0,3.0,123000.0,2157.89,2023-06-30
Nantes,44109,44100,Appartement,57.0,3.0,195100.0,3422.81,2023-06-16
Nantes,44109,44100,Appartement,57.0,3.0,283000.0,4964.91,2023-07-18
Nantes,44109,44000,Appartement,57.0,3.0,236000.0,4140.35,2023-07-24
Nantes,44109,44000,Appartement,57.0,2.0,135000.0,2368.42,2023-08-23
Nantes,44109,44100,Appartement,57.0,3.0,90000.0,1578.95,2023-08-31
Nantes,44109,44100,Appartement,57.0,2.0,135000.0,2368.42,2023-09-25
Nantes,44109,44300,Appartement,57.0,3.0,235000.0,4122.81,2023-10-02
Nantes,44109,44200,Appartement,57.0,3.0,176000.0,3087.72,2023-10-16
Nantes,44109,44300,Appartement,57.0,3.0,206250.0,3618.42,2023-11-03
Nantes,44109,44200,Appartement,57.0,3.0,141000.0,2473.68,2023-11-15
Nantes,44109,44200,Appartement,57.0,3.0,235000.0,4122.81,2023-12-14
Nantes,44109,44100,Appartement,58.0,2.0,222000.0,3827.59,2023-01-16
Nantes,44109,44100,Appartement,58.0,3.0,194750.0,3357.76,2023-01-18
Nantes,44109,44300,Appartement,58.0,2.0,179000.0,3086.21,2023-01-27
Nantes,44109,44000,Appartement,58.0,2.0,260000.0,4482.76,2023-02-04
Nantes,44109,44300,Appartement,58.0,3.0,167000.0,2879.31,2023-02-10
Nantes,44109,44000,Appartement,58.0,2.0,240000.0,4137.93,2023-02-17
Nantes,44109,44300,Appartement,58.0,3.0,202000.0,3482.76,2023-02-27
Nantes,44109,44200,Appartement,58.0,2.0,201880.0,3480.69,2023-04-06
Nantes,44109,44300,Appartement,58.0,3.0,242000.0,4172.41,2023-04-14
Nantes,44109,44300,Appartement,58.0,3.0,220000.0,3793.1,2023-05-15
Nantes,44109,44200,Appartement,58.0,2.0,195000.0,3362.07,2023-04-27
Nantes,44109,44200,Appartement,58.0,3.0,285000.0,4913.79,2023-06-06
Nantes,44109,44300,Appartement,58.0,3.0,255000.0,4396.55,2023-06-16
Nantes,44109,44300,Appartement,58.0,3.0,192000.0,3310.34,2023-06-06
Nantes,44109,44100,Appartement,58.0,5.0,238000.0,4103.45,2023-06-19
Nantes,44109,44200,Appartement,58.0,3.0,236000.0,4068.97,2023-06-13
Nantes,44109,44000,Appartement,58.0,2.0,60000.0,1034.48,2023-06-28
Nantes,44109,44300,Appartement,58.0,2.0,137500.0,2370.69,2023-06-30
Nantes,44109,44100,Appartement,58.0,3.0,142500.0,2456.9,2023-06-26
Nantes,44109,44300,Appartement,58.0,3.0,160000.0,2758.62,2023-07-03
Nantes,44109,44100,Appartement,58.0,3.0,228000.0,3931.03,2023-07-27
Nantes,44109,44000,Appartement,58.0,3.0,383900.0,6618.97,2023-07-20
Nantes,44109,44200,Appartement,58.0,2.0,162000.0,2793.1,2023-07-26
Nantes,44109,44200,Appartement,58.0,2.0,165000.0,2844.83,2023-08-29
Nantes,44109,44300,Appartement,58.0,3.0,200000.0,3448.28,2023-09-04
Nantes,44109,44300,Appartement,58.0,3.0,90000.0,1551.72,2023-09-13
Nantes,44109,44100,Appartement,58.0,3.0,145000.0,2500.0,2023-10-10
Nantes,44109,44000,Appartement,58.0,2.0,240000.0,4137.93,2023-10-30
Nantes,44109,44000,Appartement,58.0,3.0,144500.0,2491.38,2023-10-25
Nantes,44109,44200,Appartement,58.0,3.0,275000.0,4741.38,2023-11-06
Nantes,44109,44000,Appartement,58.0,2.0,211500.0,3646.55,2023-11-15
Nantes,44109,44300,Appartement,58.0,3.0,150876.0,2601.31,2023-12-11
Nantes,44109,44300,Appartement,58.0,3.0,160000.0,2758.62,2023-11-29
Nantes,44109,44300,Appartement,58.0,3.0,165000.0,2844.83,2023-12-12
Nantes,44109,44300,Appartement,58.0,2.0,1575000.0,27155.17,2023-12-20
Nantes,44109,44300,Appartement,58.0,3.0,93525.0,1612.5,2023-12-21
Nantes,44109,44300,Appartement,59.0,3.0,227000.0,3847.46,2023-01-05
Nantes,44109,44300,Appartement,59.0,3.0,193000.0,3271.19,2023-01-13
Nantes,44109,44000,Appartement,59.0,3.0,271000.0,4593.22,2023-01-25
Nantes,44109,44300,Appartement,59.0,3.0,256650.0,4350.0,2023-02-01
Nantes,44109,44300,Appartement,59.0,3.0,217850.0,3692.37,2023-01-24
Nantes,44109,44300,Appartement,59.0,3.0,147135.62,2493.82,2023-02-09
Nantes,44109,44000,Appartement,59.0,3.0,275000.0,4661.02,2023-02-03
Nantes,44109,44000,Appartement,59.0,3.0,330000.0,5593.22,2023-02-15
Nantes,44109,44000,Appartement,59.0,3.0,208000.0,3525.42,2023-02-17
Nantes,44109,44300,Appartement,59.0,3.0,147011.25,2491.72,2023-03-07
Nantes,44109,44300,Appartement,59.0,3.0,152281.0,2581.03,2023-03-24
Nantes,44109,44200,Appartement,59.0,3.0,185000.0,3135.59,2023-03-31
Nantes,44109,44000,Appartement,59.0,2.0,300000.0,5084.75,2023-04-05
Nantes,44109,44300,Appartement,59.0,3.0,195000.0,3305.08,2023-04-13
Nantes,44109,44100,Appartement,59.0,3.0,220000.0,3728.81,2023-02-28
Nantes,44109,44000,Appartement,59.0,3.0,275000.0,4661.02,2023-05-22
Nantes,44109,44300,Appartement,59.0,3.0,180000.0,3050.85,2023-06-13
Nantes,44109,44300,Appartement,59.0,3.0,200000.0,3389.83,2023-06-07
Nantes,44109,44300,Appartement,59.0,3.0,165000.0,2796.61,2023-06-23
Nantes,44109,44300,Appartement,59.0,3.0,147745.83,2504.17,2023-06-28
Nantes,44109,44300,Appartement,59.0,3.0,210000.0,3559.32,2023-06-26
Nantes,44109,44000,Appartement,59.0,3.0,165500.0,2805.08,2023-06-27
Nantes,44109,44300,Appartement,59.0,3.0,203000.0,3440.68,2023-07-03
Nantes,44109,44100,Appartement,59.0,2.0,70000.0,1186.44,2023-06-29
Nantes,44109,44000,Appartement,59.0,1.0,205480.0,3482.71,2023-07-13
Nantes,44109,44100,Appartement,59.0,3.0,228350.0,3870.34,2023-08-16
Nantes,44109,44300,Appartement,59.0,3.0,200000.0,3389.83,2023-08-04
Nantes,44109,44000,Appartement,59.0,3.0,147000.0,2491.53,2023-09-01
Nantes,44109,44100,Appartement,59.0,3.0,208000.0,3525.42,2023-08-22
Nantes,44109,44000,Appartement,59.0,3.0,190000.0,3220.34,2023-08-25
Nantes,44109,44100,Appartement,59.0,3.0,170000.0,2881.36,2023-09-19
Nantes,44109,44100,Appartement,59.0,3.0,249680.0,4231.86,2023-09-19
Nantes,44109,44000,Appartement,59.0,4.0,2500000.0,42372.88,2023-09-15
Nantes,44109,44000,Appartement,59.0,3.0,247100.0,4188.14,2023-10-17
Nantes,44109,44300,Appartement,59.0,3.0,222500.0,3771.19,2023-10-16
Nantes,44109,44200,Appartement,59.0,2.0,170000.0,2881.36,2023-11-08
Nantes,44109,44000,Appartement,59.0,3.0,150000.0,2542.37,2023-12-01
Nantes,44109,44000,Appartement,59.0,3.0,290000.0,4915.25,2023-12-15
Nantes,44109,44000,Appartement,60.0,2.0,323000.0,5383.33,2023-01-06
Nantes,44109,44000,Appartement,60.0,3.0,191000.0,3183.33,2023-01-03
Nantes,44109,44300,Appartement,60.0,3.0,148618.75,2476.98,2023-01-13
Nantes,44109,44000,Appartement,60.0,3.0,207000.0,3450.0,2023-01-16
Nantes,44109,44100,Appartement,60.0,3.0,234000.0,3900.0,2023-01-18
Nantes,44109,44300,Appartement,60.0,3.0,205000.0,3416.67,2023-01-09
Nantes,44109,44300,Appartement,60.0,3.0,148371.88,2472.86,2023-01-26
Nantes,44109,44000,Appartement,60.0,3.0,174000.0,2900.0,2023-01-10
Nantes,44109,44200,Appartement,60.0,3.0,140500.0,2341.67,2023-01-17
Nantes,44109,44000,Appartement,60.0,3.0,292750.0,4879.17,2023-01-25
Nantes,44109,44100,Appartement,60.0,2.0,255000.0,4250.0,2023-01-16
Nantes,44109,44300,Appartement,60.0,3.0,148493.33,2474.89,2023-02-09
Nantes,44109,44000,Appartement,60.0,3.0,180000.0,3000.0,2023-02-10
Nantes,44109,44200,Appartement,60.0,1.0,136000.0,2266.67,2023-01-20
Nantes,44109,44300,Appartement,60.0,3.0,148493.33,2474.89,2023-02-15
Nantes,44109,44000,Appartement,60.0,3.0,245000.0,4083.33,2023-02-24
Nantes,44109,44100,Appartement,60.0,3.0,245000.0,4083.33,2023-02-17
Nantes,44109,44100,Appartement,60.0,3.0,215000.0,3583.33,2023-02-17
Nantes,44109,44200,Appartement,60.0,4.0,198000.0,3300.0,2023-02-22
Nantes,44109,44200,Appartement,60.0,2.0,170000.0,2833.33,2023-02-28
Nantes,44109,44100,Appartement,60.0,3.0,161000.0,2683.33,2023-02-27
Nantes,44109,44100,Appartement,60.0,3.0,180000.0,3000.0,2023-03-03
Nantes,44109,44200,Appartement,60.0,3.0,210000.0,3500.0,2023-02-28
Nantes,44109,44100,Appartement,60.0,3.0,255000.0,4250.0,2023-03-01
Nantes,44109,44100,Appartement,60.0,3.0,119000.0,1983.33,2023-03-03
Nantes,44109,44200,Appartement,60.0,3.0,190000.0,3166.67,2023-03-06
Nantes,44109,44100,Appartement,60.0,3.0,208000.0,3466.67,2023-03-13
Nantes,44109,44300,Appartement,60.0,3.0,160000.0,2666.67,2023-03-01
Nantes,44109,44000,Appartement,60.0,3.0,225000.0,3750.0,2023-03-15
Nantes,44109,44100,Appartement,60.0,3.0,119000.0,1983.33,2023-03-20
Nantes,44109,44000,Appartement,60.0,2.0,243835.0,4063.92,2023-03-16
Nantes,44109,44300,Appartement,60.0,3.0,145000.0,2416.67,2023-03-17
Nantes,44109,44100,Appartement,60.0,3.0,600000.0,10000.0,2023-03-23
Nantes,44109,44000,Appartement,60.0,4.0,170000.0,2833.33,2023-04-04
Nantes,44109,44000,Appartement,60.0,3.0,325000.0,5416.67,2023-04-13
Nantes,44109,44000,Appartement,60.0,3.0,262860.0,4381.0,2023-04-03
Nantes,44109,44100,Appartement,60.0,3.0,130100.0,2168.33,2023-04-05
Nantes,44109,44300,Appartement,60.0,3.0,247500.0,4125.0,2023-04-03
Nantes,44109,44000,Appartement,60.0,3.0,198650.0,3310.83,2023-04-27
Nantes,44109,44100,Appartement,60.0,3.0,117000.0,1950.0,2023-04-14
Nantes,44109,44100,Appartement,60.0,3.0,1800000.0,30000.0,2023-04-14
Nantes,44109,44100,Appartement,60.0,2.0,1800000.0,30000.0,2023-04-14
Nantes,44109,44100,Appartement,60.0,3.0,1800000.0,30000.0,2023-04-14
Nantes,44109,44000,Appartement,60.0,3.0,170000.0,2833.33,2023-04-26
Nantes,44109,44200,Appartement,60.0,3.0,157950.0,2632.5,2023-04-14
Nantes,44109,44100,Appartement,60.0,3.0,216000.0,3600.0,2023-04-21
Nantes,44109,44100,Appartement,60.0,2.0,230000.0,3833.33,2023-04-26
Nantes,44109,44000,Appartement,60.0,3.0,164500.0,2741.67,2023-05-23
Nantes,44109,44000,Appartement,60.0,3.0,230000.0,3833.33,2023-05-05
Nantes,44109,44000,Appartement,60.0,4.0,195000.0,3250.0,2023-05-05
Nantes,44109,44000,Appartement,60.0,3.0,500000.0,8333.33,2023-05-15
Nantes,44109,44000,Appartement,60.0,2.0,204652.0,3410.87,2023-05-10
Nantes,44109,44000,Appartement,60.0,3.0,179583.33,2993.06,2023-06-01
Nantes,44109,44000,Appartement,60.0,2.0,190000.0,3166.67,2023-05-17
Nantes,44109,44100,Appartement,60.0,3.0,202000.0,3366.67,2023-06-02
Nantes,44109,44000,Appartement,60.0,3.0,215000.0,3583.33,2023-06-01
Nantes,44109,44100,Appartement,60.0,3.0,263000.0,4383.33,2023-06-16
Nantes,44109,44000,Appartement,60.0,2.0,186000.0,3100.0,2023-06-15
Nantes,44109,44000,Appartement,60.0,3.0,200000.0,3333.33,2023-06-21
Nantes,44109,44100,Appartement,60.0,2.0,75000.0,1250.0,2023-06-26
Nantes,44109,44300,Appartement,60.0,3.0,210000.0,3500.0,2023-06-22
Nantes,44109,44200,Appartement,60.0,3.0,141447.0,2357.45,2023-07-04
Nantes,44109,44300,Appartement,60.0,3.0,150000.0,2500.0,2023-06-28
Nantes,44109,44200,Appartement,60.0,3.0,283000.0,4716.67,2023-07-04
Nantes,44109,44300,Appartement,60.0,3.0,253944.6,4232.41,2023-06-30
Nantes,44109,44000,Appartement,60.0,3.0,188000.0,3133.33,2023-07-18
Nantes,44109,44100,Appartement,60.0,4.0,340000.0,5666.67,2023-07-17
Nantes,44109,44300,Appartement,60.0,3.0,248000.0,4133.33,2023-07-07
Nantes,44109,44000,Appartement,60.0,4.0,340000.0,5666.67,2023-07-10
Nantes,44109,44300,Appartement,60.0,3.0,230000.0,3833.33,2023-07-19
Nantes,44109,44000,Appartement,60.0,4.0,189400.0,3156.67,2023-07-24
Nantes,44109,44300,Appartement,60.0,3.0,123000.0,2050.0,2023-07-06
Nantes,44109,44300,Appartement,60.0,3.0,160400.0,2673.33,2023-06-30
Nantes,44109,44100,Appartement,60.0,3.0,300000.0,5000.0,2023-07-18
Nantes,44109,44100,Appartement,60.0,3.0,245700.0,4095.0,2023-07-28
Nantes,44109,44100,Appartement,60.0,3.0,240000.0,4000.0,2023-08-08
Nantes,44109,44000,Appartement,60.0,3.0,271450.0,4524.17,2023-08-17
Nantes,44109,44300,Appartement,60.0,3.0,185000.0,3083.33,2023-08-02
Nantes,44109,44000,Appartement,60.0,2.0,250000.0,4166.67,2023-08-17
Nantes,44109,44300,Appartement,60.0,3.0,215000.0,3583.33,2023-08-23
Nantes,44109,44300,Appartement,60.0,3.0,193000.0,3216.67,2023-08-17
Nantes,44109,44300,Appartement,60.0,3.0,149940.0,2499.0,2023-09-06
Nantes,44109,44300,Appartement,60.0,3.0,190000.0,3166.67,2023-08-21
Nantes,44109,44100,Appartement,60.0,3.0,265000.0,4416.67,2023-09-12
Nantes,44109,44100,Appartement,60.0,3.0,184000.0,3066.67,2023-09-05
Nantes,44109,44000,Appartement,60.0,3.0,2500000.0,41666.67,2023-09-15
Nantes,44109,44000,Appartement,60.0,3.0,206350.0,3439.17,2023-10-02
Nantes,44109,44000,Appartement,60.0,3.0,205000.0,3416.67,2023-09-20
Nantes,44109,44100,Appartement,60.0,3.0,120000.0,2000.0,2023-09-22
Nantes,44109,44000,Appartement,60.0,3.0,1020000.0,17000.0,2023-09-28
Nantes,44109,44100,Appartement,60.0,3.0,330000.0,5500.0,2023-10-03
Nantes,44109,44200,Appartement,60.0,3.0,140187.0,2336.45,2023-09-27
Nantes,44109,44000,Appartement,60.0,2.0,185000.0,3083.33,2023-10-12
Nantes,44109,44100,Appartement,60.0,3.0,218000.0,3633.33,2023-09-28
Nantes,44109,44100,Appartement,60.0,3.0,108000.0,1800.0,2023-09-29
Nantes,44109,44300,Appartement,60.0,3.0,140000.0,2333.33,2023-10-19
Nantes,44109,44300,Appartement,60.0,3.0,205000.0,3416.67,2023-10-25
Nantes,44109,44300,Appartement,60.0,2.0,190000.0,3166.67,2023-10-20
Nantes,44109,44200,Appartement,60.0,3.0,170000.0,2833.33,2023-10-26
Nantes,44109,44100,Appartement,60.0,3.0,9295.0,154.92,2023-10-31
Nantes,44109,44100,Appartement,60.0,3.0,9004.0,150.07,2023-10-31
Nantes,44109,44300,Appartement,60.0,3.0,148999.0,2483.32,2023-10-20
Nantes,44109,44000,Appartement,60.0,3.0,255000.0,4250.0,2023-10-20
Nantes,44109,44000,Appartement,60.0,3.0,266289.0,4438.15,2023-10-23
Nantes,44109,44000,Appartement,60.0,4.0,660000.0,11000.0,2023-10-23
Nantes,44109,44000,Appartement,60.0,3.0,230000.0,3833.33,2023-11-07
Nantes,44109,44000,Appartement,60.0,3.0,270000.0,4500.0,2023-10-23
Nantes,44109,44000,Appartement,60.0,3.0,196000.0,3266.67,2023-11-15
Nantes,44109,44000,Appartement,60.0,2.0,205000.0,3416.67,2023-11-03
Nantes,44109,44000,Appartement,60.0,3.0,385000.0,6416.67,2023-11-24
Nantes,44109,44000,Appartement,60.0,3.0,316000.0,5266.67,2023-11-30
Nantes,44109,44100,Appartement,60.0,3.0,220000.0,3666.67,2023-12-07
Nantes,44109,44200,Appartement,60.0,3.0,190000.0,3166.67,2023-12-11
Nantes,44109,44100,Appartement,60.0,3.0,165000.0,2750.0,2023-12-08
Nantes,44109,44300,Appartement,60.0,2.0,160100.0,2668.33,2023-12-11
Nantes,44109,44300,Appartement,60.0,3.0,163246.0,2720.77,2023-12-22
Nantes,44109,44100,Appartement,61.0,3.0,270000.0,4426.23,2023-01-09
Nantes,44109,44000,Appartement,61.0,3.0,305000.0,5000.0,2023-01-13
Nantes,44109,44100,Appartement,61.0,3.0,245100.0,4018.03,2023-01-12
Nantes,44109,44300,Appartement,61.0,3.0,223000.0,3655.74,2023-01-30
Nantes,44109,44300,Appartement,61.0,3.0,231500.0,3795.08,2023-02-02
Nantes,44109,44000,Appartement,61.0,3.0,284000.0,4655.74,2023-01-31
Nantes,44109,44000,Appartement,61.0,3.0,332000.0,5442.62,2023-02-10
Nantes,44109,44100,Appartement,61.0,3.0,120000.0,1967.21,2023-02-17
Nantes,44109,44000,Appartement,61.0,2.0,295000.0,4836.07,2023-02-02
Nantes,44109,44000,Appartement,61.0,2.0,343000.0,5622.95,2023-03-09
Nantes,44109,44000,Appartement,61.0,2.0,195000.0,3196.72,2023-03-15
Nantes,44109,44000,Appartement,61.0,3.0,275000.0,4508.2,2023-04-11
Nantes,44109,44200,Appartement,61.0,3.0,252000.0,4131.15,2023-04-05
Nantes,44109,44000,Appartement,61.0,3.0,250000.0,4098.36,2023-03-29
Nantes,44109,44100,Appartement,61.0,3.0,208500.0,3418.03,2023-04-26
Nantes,44109,44200,Appartement,61.0,3.0,176000.0,2885.25,2023-05-05
Nantes,44109,44100,Appartement,61.0,3.0,235000.0,3852.46,2023-05-24
Nantes,44109,44300,Appartement,61.0,3.0,225000.0,3688.52,2023-05-03
Nantes,44109,44200,Appartement,61.0,3.0,230000.0,3770.49,2023-05-26
Nantes,44109,44300,Appartement,61.0,3.0,175000.0,2868.85,2023-05-12
Nantes,44109,44200,Appartement,61.0,3.0,200000.0,3278.69,2023-05-15
Nantes,44109,44300,Appartement,61.0,3.0,261300.0,4283.61,2023-06-12
Nantes,44109,44300,Appartement,61.0,3.0,212500.0,3483.61,2023-06-16
Nantes,44109,44000,Appartement,61.0,3.0,350000.0,5737.7,2023-06-15
Nantes,44109,44300,Appartement,61.0,2.0,280000.0,4590.16,2023-06-05
Nantes,44109,44100,Appartement,61.0,4.0,259712.34,4257.58,2023-06-27
Nantes,44109,44200,Appartement,61.0,3.0,165000.0,2704.92,2023-06-19
Nantes,44109,44200,Appartement,61.0,3.0,310000.0,5081.97,2023-06-14
Nantes,44109,44200,Appartement,61.0,3.0,198000.0,3245.9,2023-06-29
Nantes,44109,44300,Appartement,61.0,3.0,225000.0,3688.52,2023-06-16
Nantes,44109,44100,Appartement,61.0,2.0,103000.0,1688.52,2023-06-22
Nantes,44109,44000,Appartement,61.0,4.0,186000.0,3049.18,2023-06-12
Nantes,44109,44000,Appartement,61.0,4.0,135000.0,2213.11,2023-06-30
Nantes,44109,44100,Appartement,61.0,3.0,200000.0,3278.69,2023-07-12
Nantes,44109,44100,Appartement,61.0,2.0,230000.0,3770.49,2023-07-03
Nantes,44109,44100,Appartement,61.0,3.0,155000.0,2540.98,2023-07-05
Nantes,44109,44100,Appartement,61.0,4.0,248000.0,4065.57,2023-07-20
Nantes,44109,44100,Appartement,61.0,3.0,260000.0,4262.3,2023-07-31
Nantes,44109,44300,Appartement,61.0,3.0,194000.0,3180.33,2023-07-24
Nantes,44109,44000,Appartement,61.0,3.0,223000.0,3655.74,2023-08-04
Nantes,44109,44300,Appartement,61.0,3.0,180980.0,2966.89,2023-08-07
Nantes,44109,44200,Appartement,61.0,3.0,315000.0,5163.93,2023-08-23
Nantes,44109,44000,Appartement,61.0,3.0,305000.0,5000.0,2023-08-28
Nantes,44109,44000,Appartement,61.0,4.0,355000.0,5819.67,2023-09-11
Nantes,44109,44000,Appartement,61.0,3.0,270000.0,4426.23,2023-08-29
Nantes,44109,44300,Appartement,61.0,3.0,322000.0,5278.69,2023-10-05
Nantes,44109,44100,Appartement,61.0,3.0,215000.0,3524.59,2023-09-25
Nantes,44109,44300,Appartement,61.0,2.0,220000.0,3606.56,2023-10-26
Nantes,44109,44100,Appartement,61.0,3.0,163500.0,2680.33,2023-10-09
Nantes,44109,44000,Appartement,61.0,2.0,210000.0,3442.62,2023-10-31
Nantes,44109,44300,Appartement,61.0,2.0,210000.0,3442.62,2023-11-20
Nantes,44109,44000,Appartement,61.0,4.0,150000.0,2459.02,2023-11-10
Nantes,44109,44300,Appartement,61.0,3.0,380000.0,6229.51,2023-12-15
Nantes,44109,44000,Appartement,61.0,3.0,170000.0,2786.89,2023-12-21
Nantes,44109,44100,Appartement,61.0,3.0,188000.0,3081.97,2023-12-22
Nantes,44109,44300,Appartement,61.0,3.0,146520.0,2401.97,2023-12-28
Nantes,44109,44100,Appartement,62.0,3.0,147758.33,2383.2,2023-01-11
Nantes,44109,44000,Appartement,62.0,3.0,480000.0,7741.94,2023-01-19
Nantes,44109,44100,Appartement,62.0,3.0,95000.0,1532.26,2023-01-24
Nantes,44109,44000,Appartement,62.0,3.0,280000.0,4516.13,2023-01-26
Nantes,44109,44100,Appartement,62.0,3.0,170000.0,2741.94,2023-01-23
Nantes,44109,44200,Appartement,62.0,3.0,213530.0,3444.03,2023-01-27
Nantes,44109,44000,Appartement,62.0,3.0,170000.0,2741.94,2023-02-14
Nantes,44109,44100,Appartement,62.0,3.0,233000.0,3758.06,2023-02-03
Nantes,44109,44100,Appartement,62.0,3.0,141898.0,2288.68,2023-02-03
Nantes,44109,44300,Appartement,62.0,3.0,230000.0,3709.68,2023-01-31
Nantes,44109,44300,Appartement,62.0,4.0,176000.0,2838.71,2023-02-17
Nantes,44109,44100,Appartement,62.0,3.0,205000.0,3306.45,2023-01-26
Nantes,44109,44300,Appartement,62.0,3.0,244000.0,3935.48,2023-01-27
Nantes,44109,44300,Appartement,62.0,3.0,190000.0,3064.52,2023-02-01
Nantes,44109,44100,Appartement,62.0,3.0,173500.0,2798.39,2023-02-17
Nantes,44109,44300,Appartement,62.0,3.0,178400.0,2877.42,2023-02-20
Nantes,44109,44300,Appartement,62.0,4.0,190000.0,3064.52,2023-02-10
Nantes,44109,44300,Appartement,62.0,3.0,238000.0,3838.71,2023-02-28
Nantes,44109,44000,Appartement,62.0,3.0,225000.0,3629.03,2023-02-28
Nantes,44109,44100,Appartement,62.0,4.0,260000.0,4193.55,2023-03-03
Nantes,44109,44300,Appartement,62.0,3.0,215000.0,3467.74,2023-03-02
Nantes,44109,44000,Appartement,62.0,3.0,185000.0,2983.87,2023-03-21
Nantes,44109,44300,Appartement,62.0,3.0,235000.0,3790.32,2023-03-24
Nantes,44109,44100,Appartement,62.0,2.0,620000.0,10000.0,2023-03-08
