commune,code_commune,code_postal,type_local,surface_m2,pieces,valeur_fonciere,prix_m2,date_mutation
Nantes,44109,44000,Appartement,40.0,0.0,150000.0,3750.0,2023-04-14
Nantes,44109,44200,Appartement,40.0,2.0,115000.0,2875.0,2023-04-12
Nantes,44109,44000,Appartement,40.0,2.0,163000.0,4075.0,2023-05-03
Nantes,44109,44100,Appartement,40.0,2.0,181000.0,4525.0,2023-04-13
Nantes,44109,44300,Appartement,40.0,2.0,162500.0,4062.5,2023-04-28
Nantes,44109,44000,Appartement,40.0,2.0,165000.0,4125.0,2023-05-05
Nantes,44109,44300,Appartement,40.0,2.0,110000.0,2750.0,2023-05-09
Nantes,44109,44300,Appartement,40.0,2.0,174500.0,4362.5,2023-06-01
Nantes,44109,44000,Appartement,40.0,2.0,209010.0,5225.25,2023-05-31
Nantes,44109,44200,Appartement,40.0,2.0,206000.0,5150.0,2023-05-26
Nantes,44109,44300,Appartement,40.0,2.0,158000.0,3950.0,2023-05-30
Nantes,44109,44200,Appartement,40.0,2.0,124500.0,3112.5,2023-06-01
Nantes,44109,44100,Appartement,40.0,2.0,111000.0,2775.0,2023-05-17
Nantes,44109,44200,Appartement,40.0,2.0,150000.0,3750.0,2023-05-25
Nantes,44109,44300,Appartement,40.0,2.0,170000.0,4250.0,2023-06-07
Nantes,44109,44300,Appartement,40.0,2.0,176000.0,4400.0,2023-06-09
Nantes,44109,44100,Appartement,40.0,2.0,155000.0,3875.0,2023-06-29
Nantes,44109,44000,Appartement,40.0,2.0,100000.0,2500.0,2023-06-30
Nantes,44109,44300,Appartement,40.0,2.0,151000.0,3775.0,2023-06-29
Nantes,44109,44300,Appartement,40.0,2.0,79600.0,1990.0,2023-06-23
Nantes,44109,44100,Appartement,40.0,2.0,225000.0,5625.0,2023-06-26
Nantes,44109,44100,Appartement,40.0,2.0,170000.0,4250.0,2023-07-06
Nantes,44109,44300,Appartement,40.0,2.0,79600.0,1990.0,2023-06-27
Nantes,44109,44300,Appartement,40.0,2.0,168000.0,4200.0,2023-07-04
Nantes,44109,44100,Appartement,40.0,2.0,150450.0,3761.25,2023-07-13
Nantes,44109,44000,Appartement,40.0,2.0,186000.0,4650.0,2023-07-19
Nantes,44109,44000,Appartement,40.0,2.0,100000.0,2500.0,2023-07-17
Nantes,44109,44100,Appartement,40.0,2.0,138000.0,3450.0,2023-07-11
Nantes,44109,44100,Appartement,40.0,2.0,180000.0,4500.0,2023-07-25
Nantes,44109,44000,Appartement,40.0,2.0,142000.0,3550.0,2023-08-16
Nantes,44109,44300,Appartement,40.0,2.0,146000.0,3650.0,2023-08-10
Nantes,44109,44100,Appartement,40.0,2.0,165000.0,4125.0,2023-08-21
Nantes,44109,44100,Appartement,40.0,2.0,427000.0,10675.0,2023-08-23
Nantes,44109,44200,Appartement,40.0,2.0,160000.0,4000.0,2023-08-29
Nantes,44109,44300,Appartement,40.0,1.0,125000.0,3125.0,2023-08-28
Nantes,44109,44300,Appartement,40.0,2.0,160000.0,4000.0,2023-09-12
Nantes,44109,44000,Appartement,40.0,2.0,78216.0,1955.4,2023-09-01
Nantes,44109,44200,Appartement,40.0,2.0,727430.0,18185.75,2023-08-28
Nantes,44109,44100,Appartement,40.0,3.0,165500.0,4137.5,2023-09-04
Nantes,44109,44300,Appartement,40.0,2.0,155000.0,3875.0,2023-09-06
Nantes,44109,44000,Appartement,40.0,2.0,89000.0,2225.0,2023-09-08
Nantes,44109,44000,Appartement,40.0,2.0,100000.0,2500.0,2023-09-20
Nantes,44109,44100,Appartement,40.0,2.0,110500.0,2762.5,2023-09-18
Nantes,44109,44000,Appartement,40.0,2.0,110000.0,2750.0,2023-09-25
Nantes,44109,44000,Appartement,40.0,2.0,200000.0,5000.0,2023-09-22
Nantes,44109,44000,Appartement,40.0,2.0,2500000.0,62500.0,2023-09-15
Nantes,44109,44000,Appartement,40.0,1.0,162500.0,4062.5,2023-10-11
Nantes,44109,44000,Appartement,40.0,2.0,1020000.0,25500.0,2023-09-28
Nantes,44109,44000,Appartement,40.0,2.0,125500.0,3137.5,2023-10-03
Nantes,44109,44100,Appartement,40.0,2.0,153000.0,3825.0,2023-10-16
Nantes,44109,44300,Appartement,40.0,2.0,182900.0,4572.5,2023-09-22
Nantes,44109,44100,Appartement,40.0,2.0,140500.0,3512.5,2023-09-25
Nantes,44109,44100,Appartement,40.0,2.0,169000.0,4225.0,2023-10-05
Nantes,44109,44100,Appartement,40.0,2.0,142000.0,3550.0,2023-11-09
Nantes,44109,44000,Appartement,40.0,1.0,88000.0,2200.0,2023-10-23
Nantes,44109,44100,Appartement,40.0,2.0,130000.0,3250.0,2023-11-29
Nantes,44109,44200,Appartement,40.0,2.0,140000.0,3500.0,2023-11-23
Nantes,44109,44300,Appartement,40.0,2.0,153000.0,3825.0,2023-04-07
Nantes,44109,44000,Appartement,40.0,2.0,130000.0,3250.0,2023-12-15
Nantes,44109,44200,Appartement,40.0,2.0,160000.0,4000.0,2023-12-08
Nantes,44109,44000,Appartement,40.0,2.0,110000.0,2750.0,2023-11-28
Nantes,44109,44300,Appartement,40.0,2.0,123000.0,3075.0,2023-12-11
Nantes,44109,44300,Appartement,40.0,2.0,127650.0,3191.25,2023-12-28
Nantes,44109,44300,Appartement,40.0,1.0,140000.0,3500.0,2023-12-18
Nantes,44109,44300,Appartement,40.0,2.0,140000.0,3500.0,2023-12-08
Nantes,44109,44300,Appartement,40.0,2.0,155000.0,3875.0,2023-12-20
Nantes,44109,44000,Appartement,40.0,2.0,138000.0,3450.0,2023-12-14
Nantes,44109,44000,Appartement,40.0,2.0,110000.0,2750.0,2023-12-29
Nantes,44109,44000,Appartement,41.0,2.0,183000.0,4463.41,2023-01-03
Nantes,44109,44000,Appartement,41.0,2.0,178350.0,4350.0,2023-01-09
Nantes,44109,44000,Appartement,41.0,2.0,240385.0,5863.05,2023-01-04
Nantes,44109,44300,Appartement,41.0,2.0,175000.0,4268.29,2023-01-20
Nantes,44109,44000,Appartement,41.0,2.0,180000.0,4390.24,2023-02-06
Nantes,44109,44000,Appartement,41.0,2.0,182000.0,4439.02,2023-02-08
Nantes,44109,44100,Appartement,41.0,2.0,171500.0,4182.93,2023-02-13
Nantes,44109,44100,Appartement,41.0,2.0,69500.0,1695.12,2023-03-06
Nantes,44109,44300,Appartement,41.0,2.0,170000.0,4146.34,2023-03-20
Nantes,44109,44200,Appartement,41.0,2.0,1770200.0,43175.61,2023-03-17
Nantes,44109,44200,Appartement,41.0,2.0,1770200.0,43175.61,2023-03-17
Nantes,44109,44300,Appartement,41.0,2.0,165000.0,4024.39,2023-03-20
Nantes,44109,44000,Appartement,41.0,2.0,157000.0,3829.27,2023-03-21
Nantes,44109,44100,Appartement,41.0,2.0,145000.0,3536.59,2023-03-30
Nantes,44109,44100,Appartement,41.0,2.0,160000.0,3902.44,2023-03-22
Nantes,44109,44000,Appartement,41.0,3.0,41444.0,1010.83,2023-04-11
Nantes,44109,44300,Appartement,41.0,2.0,165000.0,4024.39,2023-05-02
Nantes,44109,44000,Appartement,41.0,2.0,115000.0,2804.88,2023-04-24
Nantes,44109,44100,Appartement,41.0,2.0,180000.0,4390.24,2023-05-09
Nantes,44109,44000,Appartement,41.0,2.0,182750.0,4457.32,2023-05-25
Nantes,44109,44300,Appartement,41.0,2.0,127000.0,3097.56,2023-05-16
Nantes,44109,44100,Appartement,41.0,2.0,138180.0,3370.24,2023-05-04
Nantes,44109,44000,Appartement,41.0,2.0,112500.0,2743.9,2023-05-24
Nantes,44109,44300,Appartement,41.0,2.0,132500.0,3231.71,2023-05-24
Nantes,44109,44100,Appartement,41.0,2.0,186000.0,4536.59,2023-05-25
Nantes,44109,44300,Appartement,41.0,2.0,169400.0,4131.71,2023-06-06
Nantes,44109,44000,Appartement,41.0,2.0,2382502.0,58109.8,2023-05-09
Nantes,44109,44000,Appartement,41.0,2.0,987498.0,24085.32,2023-05-09
Nantes,44109,44300,Appartement,41.0,2.0,160000.0,3902.44,2023-05-24
Nantes,44109,44300,Appartement,41.0,2.0,132401.78,3229.31,2023-05-31
Nantes,44109,44000,Appartement,41.0,2.0,155000.0,3780.49,2023-06-02
Nantes,44109,44300,Appartement,41.0,2.0,117000.0,2853.66,2023-06-26
Nantes,44109,44200,Appartement,41.0,2.0,158500.0,3865.85,2023-06-19
Nantes,44109,44100,Appartement,41.0,2.0,193310.0,4714.88,2023-06-28
Nantes,44109,44300,Appartement,41.0,1.0,147000.0,3585.37,2023-06-30
Nantes,44109,44100,Appartement,41.0,2.0,70100.0,1709.76,2023-07-06
Nantes,44109,44300,Appartement,41.0,2.0,153000.0,3731.71,2023-07-05
Nantes,44109,44300,Appartement,41.0,2.0,156000.0,3804.88,2023-07-21
Nantes,44109,44000,Appartement,41.0,2.0,137000.0,3341.46,2023-07-04
Nantes,44109,44000,Appartement,41.0,2.0,170000.0,4146.34,2023-07-06
Nantes,44109,44000,Appartement,41.0,3.0,810000.0,19756.1,2023-07-10
Nantes,44109,44000,Appartement,41.0,3.0,810000.0,19756.1,2023-07-10
Nantes,44109,44000,Appartement,41.0,3.0,810000.0,19756.1,2023-07-10
Nantes,44109,44000,Appartement,41.0,2.0,350000.0,8536.59,2023-07-19
Nantes,44109,44000,Appartement,41.0,2.0,185000.0,4512.2,2023-08-02
Nantes,44109,44100,Appartement,41.0,2.0,123000.0,3000.0,2023-09-05
Nantes,44109,44000,Appartement,41.0,2.0,153050.0,3732.93,2023-09-01
Nantes,44109,44300,Appartement,41.0,2.0,168250.0,4103.66,2023-09-29
Nantes,44109,44000,Appartement,41.0,2.0,131500.0,3207.32,2023-10-04
Nantes,44109,44100,Appartement,41.0,2.0,175000.0,4268.29,2023-10-06
Nantes,44109,44200,Appartement,41.0,2.0,180200.0,4395.12,2023-10-05
Nantes,44109,44100,Appartement,41.0,2.0,147000.0,3585.37,2023-10-26
Nantes,44109,44000,Appartement,41.0,2.0,223440.0,5449.76,2023-11-06
Nantes,44109,44000,Appartement,41.0,2.0,150000.0,3658.54,2023-10-27
Nantes,44109,44100,Appartement,41.0,2.0,74800.0,1824.39,2023-11-07
Nantes,44109,44300,Appartement,41.0,2.0,152000.0,3707.32,2023-11-07
Nantes,44109,44000,Appartement,41.0,2.0,190000.0,4634.15,2023-11-24
Nantes,44109,44300,Appartement,41.0,2.0,60000.0,1463.41,2023-12-05
Nantes,44109,44000,Appartement,41.0,2.0,224000.0,5463.41,2023-11-15
Nantes,44109,44100,Appartement,41.0,2.0,74800.0,1824.39,2023-11-28
Nantes,44109,44000,Appartement,42.0,2.0,159300.0,3792.86,2023-01-10
Nantes,44109,44300,Appartement,42.0,2.0,182000.0,4333.33,2023-01-06
Nantes,44109,44300,Appartement,42.0,2.0,530000.0,12619.05,2023-01-17
Nantes,44109,44300,Appartement,42.0,2.0,184000.0,4380.95,2023-02-09
Nantes,44109,44300,Appartement,42.0,2.0,107500.0,2559.52,2023-01-18
Nantes,44109,44300,Appartement,42.0,2.0,112000.0,2666.67,2023-02-07
Nantes,44109,44100,Appartement,42.0,2.0,175000.0,4166.67,2023-02-06
Nantes,44109,44000,Appartement,42.0,3.0,230000.0,5476.19,2023-02-10
Nantes,44109,44000,Appartement,42.0,2.0,172000.0,4095.24,2023-03-01
Nantes,44109,44300,Appartement,42.0,2.0,42000.0,1000.0,2023-02-15
Nantes,44109,44000,Appartement,42.0,2.0,130000.0,3095.24,2023-03-06
Nantes,44109,44100,Appartement,42.0,2.0,210000.0,5000.0,2023-03-13
Nantes,44109,44100,Appartement,42.0,2.0,159000.0,3785.71,2023-03-10
Nantes,44109,44100,Appartement,42.0,2.0,150000.0,3571.43,2023-03-09
Nantes,44109,44000,Appartement,42.0,2.0,49000.0,1166.67,2023-03-09
Nantes,44109,44000,Appartement,42.0,2.0,175000.0,4166.67,2023-03-15
Nantes,44109,44000,Appartement,42.0,2.0,230000.0,5476.19,2023-03-29
Nantes,44109,44000,Appartement,42.0,2.0,145000.0,3452.38,2023-03-17
Nantes,44109,44100,Appartement,42.0,2.0,190300.0,4530.95,2023-03-30
Nantes,44109,44000,Appartement,42.0,2.0,150000.0,3571.43,2023-05-02
Nantes,44109,44000,Appartement,42.0,2.0,90000.0,2142.86,2023-04-25
Nantes,44109,44300,Appartement,42.0,2.0,175000.0,4166.67,2023-05-05
Nantes,44109,44200,Appartement,42.0,2.0,183000.0,4357.14,2023-04-28
Nantes,44109,44100,Appartement,42.0,2.0,188000.0,4476.19,2023-05-03
Nantes,44109,44000,Appartement,42.0,2.0,185000.0,4404.76,2023-05-12
Nantes,44109,44000,Appartement,42.0,2.0,160000.0,3809.52,2023-05-05
Nantes,44109,44000,Appartement,42.0,1.0,157500.0,3750.0,2023-05-31
Nantes,44109,44100,Appartement,42.0,1.0,207000.0,4928.57,2023-05-16
Nantes,44109,44300,Appartement,42.0,2.0,146000.0,3476.19,2023-06-13
Nantes,44109,44100,Appartement,42.0,2.0,170000.0,4047.62,2023-06-16
Nantes,44109,44300,Appartement,42.0,2.0,119000.0,2833.33,2023-06-13
Nantes,44109,44300,Appartement,42.0,2.0,153500.0,3654.76,2023-06-14
Nantes,44109,44000,Appartement,42.0,2.0,185000.0,4404.76,2023-06-26
Nantes,44109,44000,Appartement,42.0,1.0,210000.0,5000.0,2023-06-30
Nantes,44109,44300,Appartement,42.0,2.0,137000.0,3261.9,2023-06-29
Nantes,44109,44300,Appartement,42.0,2.0,174000.0,4142.86,2023-07-05
Nantes,44109,44000,Appartement,42.0,2.0,10000.0,238.1,2023-06-26
Nantes,44109,44100,Appartement,42.0,2.0,215000.0,5119.05,2023-06-28
Nantes,44109,44300,Appartement,42.0,2.0,173500.0,4130.95,2023-06-23
Nantes,44109,44300,Appartement,42.0,2.0,153000.0,3642.86,2023-07-18
Nantes,44109,44100,Appartement,42.0,2.0,156000.0,3714.29,2023-07-27
Nantes,44109,44300,Appartement,42.0,2.0,143100.0,3407.14,2023-06-30
Nantes,44109,44000,Appartement,42.0,2.0,165000.0,3928.57,2023-07-12
Nantes,44109,44300,Appartement,42.0,2.0,74000.0,1761.9,2023-07-07
Nantes,44109,44300,Appartement,42.0,2.0,145000.0,3452.38,2023-08-04
Nantes,44109,44100,Appartement,42.0,2.0,188643.0,4491.5,2023-07-28
Nantes,44109,44000,Appartement,42.0,2.0,230000.0,5476.19,2023-08-16
Nantes,44109,44300,Appartement,42.0,2.0,189000.0,4500.0,2023-08-03
Nantes,44109,44000,Appartement,42.0,2.0,199999.0,4761.88,2023-08-31
Nantes,44109,44300,Appartement,42.0,2.0,130000.0,3095.24,2023-07-31
Nantes,44109,44100,Appartement,42.0,1.0,210180.0,5004.29,2023-08-23
Nantes,44109,44000,Appartement,42.0,2.0,150000.0,3571.43,2023-09-06
Nantes,44109,44100,Appartement,42.0,2.0,150000.0,3571.43,2023-08-31
Nantes,44109,44300,Appartement,42.0,2.0,130000.0,3095.24,2023-09-07
Nantes,44109,44300,Appartement,42.0,2.0,118000.0,2809.52,2023-09-12
Nantes,44109,44300,Appartement,42.0,2.0,166625.0,3967.26,2023-09-11
Nantes,44109,44100,Appartement,42.0,2.0,135000.0,3214.29,2023-09-18
Nantes,44109,44000,Appartement,42.0,2.0,110000.0,2619.05,2023-09-25
Nantes,44109,44200,Appartement,42.0,2.0,159500.0,3797.62,2023-09-27
Nantes,44109,44000,Appartement,42.0,2.0,179500.0,4273.81,2023-09-20
Nantes,44109,44000,Appartement,42.0,2.0,155000.0,3690.48,2023-09-30
Nantes,44109,44100,Appartement,42.0,2.0,180000.0,4285.71,2023-10-02
Nantes,44109,44000,Appartement,42.0,2.0,110000.0,2619.05,2023-10-04
Nantes,44109,44000,Appartement,42.0,2.0,210000.0,5000.0,2023-10-18
Nantes,44109,44000,Appartement,42.0,2.0,134000.0,3190.48,2023-10-17
Nantes,44109,44200,Appartement,42.0,2.0,169500.0,4035.71,2023-10-13
Nantes,44109,44000,Appartement,42.0,2.0,108654.0,2587.0,2023-11-02
Nantes,44109,44000,Appartement,42.0,2.0,125000.0,2976.19,2023-11-16
Nantes,44109,44300,Appartement,42.0,2.0,162000.0,3857.14,2023-10-31
Nantes,44109,44000,Appartement,42.0,2.0,213000.0,5071.43,2023-11-30
Nantes,44109,44000,Appartement,42.0,3.0,111500.0,2654.76,2023-12-15
Nantes,44109,44300,Appartement,42.0,2.0,150000.0,3571.43,2023-11-30
Nantes,44109,44000,Appartement,43.0,2.0,975000.0,22674.42,2023-01-11
Nantes,44109,44000,Appartement,43.0,2.0,975000.0,22674.42,2023-01-11
Nantes,44109,44100,Appartement,43.0,2.0,217000.0,5046.51,2023-01-13
Nantes,44109,44300,Appartement,43.0,2.0,160000.0,3720.93,2023-01-09
Nantes,44109,44300,Appartement,43.0,2.0,175000.0,4069.77,2023-01-13
Nantes,44109,44000,Appartement,43.0,2.0,220000.0,5116.28,2023-01-24
Nantes,44109,44100,Appartement,43.0,2.0,194000.0,4511.63,2023-01-24
Nantes,44109,44200,Appartement,43.0,2.0,242000.0,5627.91,2023-01-18
Nantes,44109,44200,Appartement,43.0,2.0,183000.0,4255.81,2023-02-06
Nantes,44109,44100,Appartement,43.0,2.0,170000.0,3953.49,2023-01-27
Nantes,44109,44300,Appartement,43.0,2.0,173000.0,4023.26,2023-03-10
Nantes,44109,44200,Appartement,43.0,2.0,1770200.0,41167.44,2023-03-17
Nantes,44109,44200,Appartement,43.0,2.0,1770200.0,41167.44,2023-03-17
Nantes,44109,44100,Appartement,43.0,2.0,82720.0,1923.72,2023-03-08
Nantes,44109,44300,Appartement,43.0,2.0,160000.0,3720.93,2023-03-21
Nantes,44109,44300,Appartement,43.0,2.0,152500.0,3546.51,2023-03-17
Nantes,44109,44200,Appartement,43.0,2.0,241910.0,5625.81,2023-03-28
Nantes,44109,44100,Appartement,43.0,2.0,118500.0,2755.81,2023-03-24
Nantes,44109,44300,Appartement,43.0,2.0,170000.0,3953.49,2023-04-24
Nantes,44109,44100,Appartement,43.0,2.0,82000.0,1906.98,2023-04-18
Nantes,44109,44000,Appartement,43.0,2.0,212000.0,4930.23,2023-04-25
Nantes,44109,44100,Appartement,43.0,2.0,198000.0,4604.65,2023-04-18
Nantes,44109,44000,Appartement,43.0,2.0,240225.0,5586.63,2023-04-26
Nantes,44109,44100,Appartement,43.0,2.0,80000.0,1860.47,2023-04-27
Nantes,44109,44300,Appartement,43.0,2.0,131000.0,3046.51,2023-05-10
Nantes,44109,44100,Appartement,43.0,2.0,230000.0,5348.84,2023-05-09
Nantes,44109,44300,Appartement,43.0,2.0,178000.0,4139.53,2023-05-04
Nantes,44109,44100,Appartement,43.0,2.0,203327.8,4728.55,2023-05-12
Nantes,44109,44100,Appartement,43.0,2.0,237000.0,5511.63,2023-05-04
Nantes,44109,44300,Appartement,43.0,2.0,116795.68,2716.18,2023-05-26
Nantes,44109,44000,Appartement,43.0,2.0,210000.0,4883.72,2023-05-17
Nantes,44109,44300,Appartement,43.0,2.0,179000.0,4162.79,2023-05-15
Nantes,44109,44300,Appartement,43.0,2.0,207000.0,4813.95,2023-05-25
Nantes,44109,44000,Appartement,43.0,2.0,113863.27,2647.98,2023-05-24
Nantes,44109,44300,Appartement,43.0,2.0,204000.0,4744.19,2023-05-25
Nantes,44109,44100,Appartement,43.0,2.0,163000.0,3790.7,2023-06-09
Nantes,44109,44300,Appartement,43.0,2.0,155000.0,3604.65,2023-06-19
Nantes,44109,44300,Appartement,43.0,2.0,190000.0,4418.6,2023-06-05
Nantes,44109,44300,Appartement,43.0,2.0,178000.0,4139.53,2023-05-22
Nantes,44109,44300,Appartement,43.0,2.0,145000.0,3372.09,2023-06-15
Nantes,44109,44300,Appartement,43.0,2.0,159000.0,3697.67,2023-06-14
Nantes,44109,44300,Appartement,43.0,2.0,170000.0,3953.49,2023-06-22
Nantes,44109,44100,Appartement,43.0,2.0,167000.0,3883.72,2023-06-13
Nantes,44109,44300,Appartement,43.0,2.0,253944.6,5905.69,2023-06-30
Nantes,44109,44100,Appartement,43.0,2.0,81000.0,1883.72,2023-07-07
Nantes,44109,44300,Appartement,43.0,2.0,175000.0,4069.77,2023-07-21
Nantes,44109,44200,Appartement,43.0,2.0,150000.0,3488.37,2023-07-18
Nantes,44109,44100,Appartement,43.0,2.0,115300.0,2681.4,2023-08-01
Nantes,44109,44300,Appartement,43.0,2.0,163000.0,3790.7,2023-08-03
Nantes,44109,44200,Appartement,43.0,2.0,166000.0,3860.47,2023-07-27
Nantes,44109,44100,Appartement,43.0,2.0,211420.0,4916.74,2023-08-16
Nantes,44109,44100,Appartement,43.0,2.0,131000.0,3046.51,2023-07-31
Nantes,44109,44000,Appartement,43.0,2.0,165000.0,3837.21,2023-08-09
Nantes,44109,44000,Appartement,43.0,2.0,147000.0,3418.6,2023-08-29
Nantes,44109,44000,Appartement,43.0,2.0,68000.0,1581.4,2023-09-15
Nantes,44109,44100,Appartement,43.0,2.0,82720.0,1923.72,2023-09-27
Nantes,44109,44000,Appartement,43.0,2.0,200100.0,4653.49,2023-09-19
Nantes,44109,44300,Appartement,43.0,2.0,109375.0,2543.6,2023-09-25
Nantes,44109,44100,Appartement,43.0,2.0,165000.0,3837.21,2023-10-17
Nantes,44109,44000,Appartement,43.0,1.0,166000.0,3860.47,2023-10-06
Nantes,44109,44000,Appartement,43.0,2.0,200000.0,4651.16,2023-08-30
Nantes,44109,44100,Appartement,43.0,2.0,120000.0,2790.7,2023-11-23
Nantes,44109,44200,Appartement,43.0,2.0,165000.0,3837.21,2023-11-29
Nantes,44109,44300,Appartement,43.0,2.0,116622.0,2712.14,2023-12-05
Nantes,44109,44000,Appartement,43.0,2.0,190000.0,4418.6,2023-12-05
Nantes,44109,44300,Appartement,43.0,2.0,140000.0,3255.81,2023-12-13
Nantes,44109,44300,Appartement,43.0,2.0,111870.0,2601.63,2023-12-13
Nantes,44109,44300,Appartement,43.0,2.0,111870.0,2601.63,2023-12-15
Nantes,44109,44000,Appartement,43.0,2.0,133010.0,3093.26,2023-12-21
Nantes,44109,44000,Appartement,43.0,2.0,205200.0,4772.09,2023-12-15
Nantes,44109,44100,Appartement,43.0,3.0,320400.0,7451.16,2023-12-14
Nantes,44109,44200,Appartement,43.0,2.0,182000.0,4232.56,2023-12-11
Nantes,44109,44300,Appartement,44.0,2.0,180000.0,4090.91,2023-01-03
Nantes,44109,44300,Appartement,44.0,2.0,115000.0,2613.64,2023-01-24
Nantes,44109,44100,Appartement,44.0,3.0,385000.0,8750.0,2023-01-13
Nantes,44109,44200,Appartement,44.0,2.0,130232.0,2959.82,2023-01-26
Nantes,44109,44000,Appartement,44.0,2.0,129500.0,2943.18,2023-01-19
Nantes,44109,44100,Appartement,44.0,1.0,120000.0,2727.27,2023-02-02
Nantes,44109,44200,Appartement,44.0,2.0,170000.0,3863.64,2023-01-10
Nantes,44109,44300,Appartement,44.0,2.0,154890.0,3520.23,2023-02-15
Nantes,44109,44200,Appartement,44.0,2.0,152200.0,3459.09,2023-02-10
Nantes,44109,44000,Appartement,44.0,2.0,161000.0,3659.09,2023-02-10
Nantes,44109,44300,Appartement,44.0,3.0,188000.0,4272.73,2023-03-03
Nantes,44109,44300,Appartement,44.0,2.0,195000.0,4431.82,2023-02-08
Nantes,44109,44200,Appartement,44.0,2.0,163000.0,3704.55,2023-02-21
Nantes,44109,44000,Appartement,44.0,2.0,198000.0,4500.0,2023-02-28
Nantes,44109,44000,Appartement,44.0,2.0,170000.0,3863.64,2023-03-14
Nantes,44109,44000,Appartement,44.0,2.0,190000.0,4318.18,2023-03-21
Nantes,44109,44300,Appartement,44.0,2.0,169500.0,3852.27,2023-03-23
Nantes,44109,44100,Appartement,44.0,2.0,200000.0,4545.45,2023-03-24
Nantes,44109,44300,Appartement,44.0,2.0,177200.0,4027.27,2023-03-16
Nantes,44109,44000,Appartement,44.0,2.0,165000.0,3750.0,2023-04-07
Nantes,44109,44000,Appartement,44.0,2.0,196750.0,4471.59,2023-04-19
Nantes,44109,44000,Appartement,44.0,2.0,222000.0,5045.45,2023-04-12
Nantes,44109,44100,Appartement,44.0,2.0,220000.0,5000.0,2023-04-12
Nantes,44109,44100,Appartement,44.0,2.0,120000.0,2727.27,2023-04-19
Nantes,44109,44100,Appartement,44.0,2.0,190000.0,4318.18,2023-04-25
Nantes,44109,44300,Appartement,44.0,2.0,155000.0,3522.73,2023-05-02
Nantes,44109,44300,Appartement,44.0,2.0,227000.0,5159.09,2023-05-26
Nantes,44109,44100,Appartement,44.0,2.0,142000.0,3227.27,2023-06-02
Nantes,44109,44000,Appartement,44.0,2.0,219034.0,4978.05,2023-06-02
Nantes,44109,44200,Appartement,44.0,2.0,124093.0,2820.3,2023-05-31
Nantes,44109,44300,Appartement,44.0,2.0,189500.0,4306.82,2023-05-17
Nantes,44109,44000,Appartement,44.0,2.0,2382502.0,54147.77,2023-05-09
Nantes,44109,44000,Appartement,44.0,2.0,987498.0,22443.14,2023-05-09
Nantes,44109,44100,Appartement,44.0,2.0,160000.0,3636.36,2023-06-12
Nantes,44109,44300,Appartement,44.0,2.0,163600.0,3718.18,2023-06-02
Nantes,44109,44000,Appartement,44.0,2.0,253220.2,5755.0,2023-05-31
Nantes,44109,44000,Appartement,44.0,2.0,230000.0,5227.27,2023-06-19
Nantes,44109,44100,Appartement,44.0,2.0,145632.0,3309.82,2023-06-14
Nantes,44109,44300,Appartement,44.0,2.0,200000.0,4545.45,2023-06-28
Nantes,44109,44100,Appartement,44.0,2.0,145000.0,3295.45,2023-06-29
Nantes,44109,44300,Appartement,44.0,2.0,160000.0,3636.36,2023-07-20
Nantes,44109,44100,Appartement,44.0,2.0,182500.0,4147.73,2023-07-31
Nantes,44109,44200,Appartement,44.0,2.0,150000.0,3409.09,2023-08-08
Nantes,44109,44100,Appartement,44.0,2.0,115000.0,2613.64,2023-07-27
Nantes,44109,44000,Appartement,44.0,2.0,122000.0,2772.73,2023-07-31
Nantes,44109,44300,Appartement,44.0,2.0,130100.0,2956.82,2023-08-11
Nantes,44109,44000,Appartement,44.0,2.0,170000.0,3863.64,2023-08-23
Nantes,44109,44000,Appartement,44.0,2.0,125000.0,2840.91,2023-09-04
Nantes,44109,44100,Appartement,44.0,2.0,180000.0,4090.91,2023-08-25
Nantes,44109,44000,Appartement,44.0,2.0,196100.0,4456.82,2023-09-19
Nantes,44109,44000,Appartement,44.0,2.0,200000.0,4545.45,2023-09-18
Nantes,44109,44000,Appartement,44.0,2.0,13000.0,295.45,2023-09-25
Nantes,44109,44300,Appartement,44.0,2.0,121770.0,2767.5,2023-10-03
Nantes,44109,44100,Appartement,44.0,2.0,180000.0,4090.91,2023-10-13
Nantes,44109,44200,Appartement,44.0,2.0,166000.0,3772.73,2023-10-27
Nantes,44109,44000,Appartement,44.0,2.0,220000.0,5000.0,2023-10-26
Nantes,44109,44300,Appartement,44.0,2.0,165000.0,3750.0,2023-11-06
Nantes,44109,44000,Appartement,44.0,2.0,200000.0,4545.45,2023-11-22
Nantes,44109,44000,Appartement,44.0,2.0,195000.0,4431.82,2023-11-23
Nantes,44109,44100,Appartement,44.0,2.0,155000.0,3522.73,2023-11-30
Nantes,44109,44000,Appartement,44.0,2.0,180100.0,4093.18,2023-12-15
Nantes,44109,44000,Appartement,45.0,2.0,975000.0,21666.67,2023-01-11
Nantes,44109,44000,Appartement,45.0,2.0,975000.0,21666.67,2023-01-11
Nantes,44109,44300,Appartement,45.0,2.0,198500.0,4411.11,2023-01-27
Nantes,44109,44300,Appartement,45.0,2.0,130000.0,2888.89,2023-01-16
Nantes,44109,44000,Appartement,45.0,2.0,173000.0,3844.44,2023-02-16
Nantes,44109,44000,Appartement,45.0,2.0,130000.0,2888.89,2023-02-16
Nantes,44109,44300,Appartement,45.0,2.0,184000.0,4088.89,2023-02-20
