commune,code_commune,code_postal,type_local,surface_m2,valeur_fonciere,prix_m2,date_mutation
Nîmes,30189,30900,Maison,174.0,923130.0,5305.34,2024-01-12
Le Cailar,30059,30740,Maison,180.0,337000.0,1872.22,2024-01-09
Le Grau-du-Roi,30133,30240,Appartement,26.0,119050.0,4578.85,2024-01-10
Marguerittes,30156,30320,Maison,89.0,273000.0,3067.42,2024-01-03
Beaucaire,30032,30300,Maison,60.0,39500.0,658.33,2024-01-11
Saint-Gilles,30258,30800,Maison,89.0,281000.0,3157.3,2024-01-09
Saint-Gilles,30258,30800,Maison,60.0,96000.0,1600.0,2024-01-05
Nîmes,30189,30000,Appartement,93.0,143500.0,1543.01,2024-01-04
Alès,30007,30100,Appartement,148.0,299000.0,2020.27,2024-01-09
Nîmes,30189,30000,Maison,90.0,235000.0,2611.11,2024-01-11
Nîmes,30189,30000,Appartement,33.0,98000.0,2969.7,2024-01-09
Nîmes,30189,30000,Appartement,33.0,98000.0,2969.7,2024-01-09
Milhaud,30169,30540,Appartement,65.0,149600.0,2301.54,2024-01-04
Lézan,30147,30350,Maison,153.0,303900.0,1986.27,2024-01-03
Les Angles,30011,30133,Maison,85.0,279000.0,3282.35,2024-01-10
Saint-Jean-de-Maruéjols-et-Avéjan,30266,30430,Maison,93.0,221000.0,2376.34,2024-01-09
Saint-Jean-de-Maruéjols-et-Avéjan,30266,30430,Maison,93.0,221000.0,2376.34,2024-01-09
Nîmes,30189,30000,Maison,84.0,100000.0,1190.48,2024-01-15
Nîmes,30189,30000,Maison,84.0,100000.0,1190.48,2024-01-15
Aimargues,30006,30470,Maison,119.0,329500.0,2768.91,2024-01-15
Bouillargues,30047,30230,Maison,30.0,190000.0,6333.33,2024-01-05
Bouillargues,30047,30230,Maison,30.0,190000.0,6333.33,2024-01-05
Nîmes,30189,30000,Appartement,57.0,126000.0,2210.53,2024-01-15
Le Grau-du-Roi,30133,30240,Appartement,23.0,105620.0,4592.17,2024-01-03
Le Grau-du-Roi,30133,30240,Appartement,30.0,105000.0,3500.0,2024-01-06
Nîmes,30189,30900,Appartement,52.0,132500.0,2548.08,2024-01-11
Le Grau-du-Roi,30133,30240,Appartement,44.0,308810.0,7018.41,2024-01-08
Le Grau-du-Roi,30133,30240,Maison,24.0,210900.0,8787.5,2024-01-12
Manduel,30155,30129,Maison,133.0,266900.0,2006.77,2024-01-10
Pont-Saint-Esprit,30202,30130,Maison,77.0,240000.0,3116.88,2024-01-10
Rodilhan,30356,30230,Appartement,51.0,218360.0,4281.57,2024-01-12
Rodilhan,30356,30230,Appartement,89.0,218360.0,2453.48,2024-01-12
Nîmes,30189,30900,Appartement,97.0,135900.0,1401.03,2024-01-16
Nîmes,30189,30000,Appartement,46.0,79000.0,1717.39,2024-01-15
Génolhac,30130,30450,Maison,85.0,128690.0,1514.0,2024-01-12
Vergèze,30344,30310,Maison,109.0,362500.0,3325.69,2024-01-04
Vergèze,30344,30310,Maison,109.0,362500.0,3325.69,2024-01-04
Pont-Saint-Esprit,30202,30130,Appartement,62.0,70000.0,1129.03,2024-01-11
Bouillargues,30047,30230,Maison,92.0,153000.0,1663.04,2024-01-09
Jonquières-Saint-Vincent,30135,30300,Appartement,110.0,232000.0,2109.09,2024-01-11
Collias,30085,30210,Maison,72.0,213000.0,2958.33,2024-01-04
Milhaud,30169,30540,Maison,86.0,288800.0,3358.14,2024-01-09
Nîmes,30189,30900,Appartement,75.0,267200.0,3562.67,2024-01-03
Potelières,30204,30500,Maison,90.0,105370.0,1170.78,2024-01-12
Sauzet,30313,30190,Maison,134.0,325000.0,2425.37,2024-01-12
Saint-Quentin-la-Poterie,30295,30700,Maison,275.0,1174000.0,4269.09,2024-01-10
Montaren-et-Saint-Médiers,30174,30700,Maison,84.0,203000.0,2416.67,2024-01-04
Robiac-Rochessadoule,30216,30160,Appartement,90.0,62000.0,688.89,2024-01-10
Allègre-les-Fumades,30008,30500,Maison,60.0,124000.0,2066.67,2024-01-08
Villeneuve-lès-Avignon,30351,30400,Maison,120.0,360000.0,3000.0,2024-01-09
Villeneuve-lès-Avignon,30351,30400,Maison,120.0,360000.0,3000.0,2024-01-09
Cassagnoles,30071,30350,Maison,180.0,376200.0,2090.0,2024-01-02
Connaux,30092,30330,Maison,38.0,95000.0,2500.0,2024-01-11
Aigremont,30002,30350,Maison,129.0,281700.0,2183.72,2024-01-03
Bouillargues,30047,30230,Maison,90.0,137300.0,1525.56,2024-01-12
Nîmes,30189,30900,Appartement,75.0,110000.0,1466.67,2024-01-08
Le Grau-du-Roi,30133,30240,Appartement,56.0,395150.0,7056.25,2024-01-05
Pont-Saint-Esprit,30202,30130,Maison,117.0,327000.0,2794.87,2024-01-12
Sabran,30225,30200,Maison,86.0,350000.0,4069.77,2024-01-05
Nîmes,30189,30000,Appartement,37.0,37000.0,1000.0,2024-01-17
Uzès,30334,30700,Maison,31.0,455000.0,14677.42,2024-01-16
Uzès,30334,30700,Appartement,14.0,455000.0,32500.0,2024-01-16
Uzès,30334,30700,Appartement,16.0,455000.0,28437.5,2024-01-16
Uzès,30334,30700,Appartement,13.0,455000.0,35000.0,2024-01-16
Uzès,30334,30700,Appartement,14.0,455000.0,32500.0,2024-01-16
Uzès,30334,30700,Maison,77.0,455000.0,5909.09,2024-01-16
Uzès,30334,30700,Maison,59.0,455000.0,7711.86,2024-01-16
Saint-Mamert-du-Gard,30281,30730,Maison,136.0,290000.0,2132.35,2024-01-17
Saint-Mamert-du-Gard,30281,30730,Maison,136.0,290000.0,2132.35,2024-01-17
Alès,30007,30100,Appartement,32.0,80000.0,2500.0,2024-01-03
Saint-Hilaire-de-Brethmas,30259,30560,Maison,67.0,202040.0,3015.52,2024-01-19
Saint-Florent-sur-Auzonnet,30253,30960,Appartement,47.0,120650.0,2567.02,2024-01-12
Saint-Florent-sur-Auzonnet,30253,30960,Appartement,47.0,120650.0,2567.02,2024-01-12
Bessèges,30037,30160,Appartement,10.0,72000.0,7200.0,2024-01-15
Bessèges,30037,30160,Appartement,74.0,72000.0,972.97,2024-01-15
Saint-Sébastien-d'Aigrefeuille,30298,30140,Maison,80.0,150000.0,1875.0,2024-01-04
Castillon-du-Gard,30073,30210,Maison,103.0,222810.0,2163.2,2024-01-12
Nîmes,30189,30000,Maison,94.0,340000.0,3617.02,2024-01-09
Nîmes,30189,30000,Maison,94.0,340000.0,3617.02,2024-01-09
Nîmes,30189,30000,Appartement,85.0,99500.0,1170.59,2024-01-12
Sauve,30311,30610,Appartement,138.0,223000.0,1615.94,2024-01-11
Saint-Hilaire-d'Ozilhan,30260,30210,Maison,69.0,269000.0,3898.55,2024-01-12
Durfort-et-Saint-Martin-de-Sossenac,30106,30170,Maison,169.0,124960.0,739.41,2024-01-11
Laudun-l'Ardoise,30141,30290,Maison,93.0,255000.0,2741.94,2024-01-17
Beaucaire,30032,30300,Maison,137.0,120450.0,879.2,2024-01-17
Montfrin,30179,30490,Maison,40.0,88000.0,2200.0,2024-01-18
Uzès,30334,30700,Maison,88.0,273500.0,3107.95,2024-01-05
Nîmes,30189,30000,Appartement,64.0,265200.0,4143.75,2024-01-09
Nîmes,30189,30900,Appartement,70.0,175000.0,2500.0,2024-01-04
Montaren-et-Saint-Médiers,30174,30700,Maison,120.0,400000.0,3333.33,2024-01-09
Montaren-et-Saint-Médiers,30174,30700,Maison,120.0,400000.0,3333.33,2024-01-09
Langlade,30138,30980,Maison,117.0,512545.22,4380.73,2024-01-04
Caveirac,30075,30820,Maison,100.0,221900.0,2219.0,2024-01-08
Clarensac,30082,30870,Maison,86.0,260000.0,3023.26,2024-01-04
Alès,30007,30100,Appartement,87.0,110000.0,1264.37,2024-01-04
Dions,30102,30190,Appartement,96.0,160000.0,1666.67,2024-01-16
Dions,30102,30190,Appartement,54.0,160000.0,2962.96,2024-01-16
Marguerittes,30156,30320,Maison,88.0,250750.0,2849.43,2024-01-16
Nîmes,30189,30900,Appartement,66.0,153000.0,2318.18,2024-01-12
Vauvert,30341,30600,Maison,41.0,67000.0,1634.15,2024-01-05
Bellegarde,30034,30127,Maison,125.0,342000.0,2736.0,2024-01-03
Nîmes,30189,30900,Appartement,69.0,137025.0,1985.87,2024-01-18
Carsan,30070,30130,Maison,105.0,261961.0,2494.87,2024-01-16
Bagnols-sur-Cèze,30028,30200,Maison,160.0,400000.0,2500.0,2024-01-16
Pont-Saint-Esprit,30202,30130,Maison,102.0,182000.0,1784.31,2024-01-18
Uzès,30334,30700,Maison,279.0,1108050.0,3971.51,2024-01-19
Lanuéjols,30139,30750,Maison,67.0,54000.0,805.97,2024-01-15
Orsan,30191,30200,Maison,98.0,145000.0,1479.59,2024-01-04
Bagnols-sur-Cèze,30028,30200,Maison,110.0,160000.0,1454.55,2024-01-16
Rochefort-du-Gard,30217,30650,Maison,88.0,129000.0,1465.91,2024-01-16
Marguerittes,30156,30320,Maison,76.0,158100.0,2080.26,2024-01-16
Saint-Laurent-la-Vernède,30279,30330,Maison,149.0,390000.0,2617.45,2024-01-18
Nîmes,30189,30000,Appartement,65.0,60000.0,923.08,2024-01-16
Nîmes,30189,30000,Appartement,82.0,160000.0,1951.22,2024-01-16
Junas,30136,30250,Maison,136.0,423000.0,3110.29,2024-01-15
Junas,30136,30250,Maison,136.0,423000.0,3110.29,2024-01-15
Nîmes,30189,30000,Appartement,49.0,140000.0,2857.14,2024-01-15
Calvisson,30062,30420,Appartement,29.0,106480.0,3671.72,2024-01-08
Nîmes,30189,30000,Appartement,35.0,46500.0,1328.57,2024-01-19
Bez-et-Esparon,30038,30120,Maison,65.0,100000.0,1538.46,2024-01-12
Val-d'Aigoual,30339,30570,Maison,45.0,85000.0,1888.89,2024-01-05
Nîmes,30189,30000,Appartement,53.0,107000.0,2018.87,2024-01-19
Nîmes,30189,30900,Appartement,61.0,96000.0,1573.77,2024-01-19
Villeneuve-lès-Avignon,30351,30400,Maison,92.0,433580.0,4712.83,2024-01-08
Nîmes,30189,30900,Maison,78.0,281000.0,3602.56,2024-01-11
La Bruguière,30056,30580,Maison,60.0,225000.0,3750.0,2024-01-17
La Bruguière,30056,30580,Maison,60.0,225000.0,3750.0,2024-01-17
Nîmes,30189,30900,Appartement,85.0,192800.0,2268.24,2024-01-11
Rodilhan,30356,30230,Maison,87.0,408500.0,4695.4,2024-01-04
Alès,30007,30100,Appartement,92.0,156000.0,1695.65,2024-01-05
Nîmes,30189,30000,Appartement,106.0,285000.0,2688.68,2024-01-15
Anduze,30010,30140,Maison,111.0,300000.0,2702.7,2024-01-05
Les Angles,30011,30133,Appartement,51.0,228000.0,4470.59,2024-01-11
Saint-Michel-d'Euzet,30287,30200,Maison,111.0,305000.0,2747.75,2024-01-22
Sommières,30321,30250,Appartement,58.0,108000.0,1862.07,2024-01-11
Le Grau-du-Roi,30133,30240,Appartement,20.0,91200.0,4560.0,2024-01-08
Marguerittes,30156,30320,Appartement,62.0,145000.0,2338.71,2024-01-10
Uzès,30334,30700,Maison,85.0,177500.0,2088.24,2024-01-03
Le Grau-du-Roi,30133,30240,Appartement,31.0,133750.0,4314.52,2024-01-08
Le Grau-du-Roi,30133,30240,Appartement,34.0,144400.0,4247.06,2024-01-08
Serviers-et-Labaume,30319,30700,Appartement,80.0,470000.0,5875.0,2024-01-15
Poulx,30206,30320,Maison,115.0,586600.0,5100.87,2024-01-02
Poulx,30206,30320,Maison,115.0,586600.0,5100.87,2024-01-02
Aubussargues,30021,30190,Maison,72.0,430460.0,5978.61,2024-01-16
Saint-Gervasy,30257,30320,Maison,90.0,195000.0,2166.67,2024-01-19
Trèves,30332,30750,Maison,60.0,14000.0,233.33,2024-01-18
Bessèges,30037,30160,Appartement,80.0,53000.0,662.5,2024-01-15
Aigues-Mortes,30003,30220,Maison,65.0,418000.0,6430.77,2024-01-03
Saint-Jean-de-Valériscle,30268,30960,Appartement,75.0,52000.0,693.33,2024-01-10
La Capelle-et-Masmolène,30067,30700,Maison,90.0,200000.0,2222.22,2024-01-12
Le Grau-du-Roi,30133,30240,Appartement,23.0,116060.0,5046.09,2024-01-11
Nîmes,30189,30000,Appartement,58.0,95000.0,1637.93,2024-01-12
Cavillargues,30076,30330,Maison,100.0,235000.0,2350.0,2024-01-08
Le Grau-du-Roi,30133,30240,Appartement,33.0,108000.0,3272.73,2024-01-11
Alès,30007,30100,Appartement,71.0,166000.0,2338.03,2024-01-18
Alès,30007,30100,Appartement,98.0,166000.0,1693.88,2024-01-18
Uzès,30334,30700,Appartement,67.0,721000.0,10761.19,2024-01-23
Saze,30315,30650,Maison,100.0,175000.0,1750.0,2024-01-16
Saint-Laurent-des-Arbres,30278,30126,Maison,102.0,281575.0,2760.54,2024-01-17
Le Grau-du-Roi,30133,30240,Appartement,31.0,130000.0,4193.55,2024-01-08
Blauzac,30041,30700,Maison,63.0,199000.0,3158.73,2024-01-10
Uzès,30334,30700,Maison,92.0,187610.0,2039.24,2024-01-10
Fons,30112,30730,Maison,110.0,363135.0,3301.23,2024-01-09
Le Vigan,30350,30120,Appartement,73.0,80000.0,1095.89,2024-01-12
Saint-Gilles,30258,30800,Maison,102.0,228000.0,2235.29,2024-01-17
Gagnières,30120,30160,Appartement,66.0,40000.0,606.06,2024-01-11
Bessèges,30037,30160,Appartement,31.0,145000.0,4677.42,2024-01-17
Bessèges,30037,30160,Appartement,31.0,145000.0,4677.42,2024-01-17
Bessèges,30037,30160,Appartement,31.0,145000.0,4677.42,2024-01-17
Bessèges,30037,30160,Appartement,31.0,145000.0,4677.42,2024-01-17
Nîmes,30189,30000,Appartement,146.0,632604.0,4332.9,2024-01-12
Uzès,30334,30700,Appartement,43.0,132820.0,3088.84,2024-01-15
Blauzac,30041,30700,Maison,158.0,210000.0,1329.11,2024-01-12
Nîmes,30189,30900,Appartement,42.0,145000.0,3452.38,2024-01-23
Nîmes,30189,30000,Appartement,9.0,15000.0,1666.67,2024-01-24
Nîmes,30189,30000,Appartement,37.0,68500.0,1851.35,2024-01-24
Saint-Jean-du-Gard,30269,30270,Appartement,46.0,700000.0,15217.39,2024-01-09
Saint-Jean-du-Gard,30269,30270,Appartement,230.0,700000.0,3043.48,2024-01-09
Nîmes,30189,30000,Appartement,30.0,62000.0,2066.67,2024-01-25
Les Mages,30152,30960,Maison,125.0,297000.0,2376.0,2024-01-25
Aigues-Mortes,30003,30220,Maison,56.0,337200.0,6021.43,2024-01-18
Le Grau-du-Roi,30133,30240,Appartement,28.0,139900.0,4996.43,2024-01-16
Vers-Pont-du-Gard,30346,30210,Maison,132.0,477650.0,3618.56,2024-01-16
Le Grau-du-Roi,30133,30240,Appartement,35.0,191000.0,5457.14,2024-01-09
Pont-Saint-Esprit,30202,30130,Appartement,82.0,172000.0,2097.56,2024-01-23
Alès,30007,30100,Appartement,53.0,70000.0,1320.75,2024-01-08
Aigues-Mortes,30003,30220,Maison,83.0,399010.0,4807.35,2024-01-15
Saint-Jean-du-Gard,30269,30270,Maison,105.0,110000.0,1047.62,2024-01-05
Caveirac,30075,30820,Maison,111.0,428090.0,3856.67,2024-01-04
Le Grau-du-Roi,30133,30240,Maison,140.0,793750.0,5669.64,2024-01-15
Le Grau-du-Roi,30133,30240,Maison,140.0,793750.0,5669.64,2024-01-15
Nîmes,30189,30900,Appartement,19.0,58000.0,3052.63,2024-01-09
Beauvoisin,30033,30640,Maison,65.0,190000.0,2923.08,2024-01-08
Vergèze,30344,30310,Maison,125.0,479338.72,3834.71,2024-01-04
Alès,30007,30100,Maison,212.0,623400.0,2940.57,2024-01-10
Fourques,30117,30300,Maison,102.0,180000.0,1764.71,2024-01-12
Rodilhan,30356,30230,Appartement,66.0,253000.0,3833.33,2024-01-18
Rodilhan,30356,30230,Appartement,89.0,253000.0,2842.7,2024-01-18
Rodilhan,30356,30230,Appartement,66.0,253000.0,3833.33,2024-01-18
Rodilhan,30356,30230,Appartement,89.0,253000.0,2842.7,2024-01-18
Nîmes,30189,30900,Appartement,69.0,144600.0,2095.65,2024-01-09
Nîmes,30189,30000,Appartement,24.0,80813.0,3367.21,2024-01-23
Saint-André-de-Roquepertuis,30230,30630,Maison,74.0,207000.0,2797.3,2024-01-17
Saint-André-de-Roquepertuis,30230,30630,Maison,45.0,207000.0,4600.0,2024-01-17
Nîmes,30189,30900,Appartement,55.0,77400.0,1407.27,2024-01-26
Saint-Théodorit,30300,30260,Maison,80.0,210000.0,2625.0,2024-01-24
Saint-Gilles,30258,30800,Maison,60.0,110000.0,1833.33,2024-01-18
Belvézet,30035,30580,Maison,64.0,120000.0,1875.0,2024-01-22
Bouillargues,30047,30230,Maison,111.0,300330.0,2705.68,2024-01-22
Saint-Gilles,30258,30800,Appartement,54.0,106300.0,1968.52,2024-01-19
Bouillargues,30047,30230,Appartement,46.0,138000.0,3000.0,2024-01-18
Bellegarde,30034,30127,Maison,68.0,260000.0,3823.53,2024-01-19
Nîmes,30189,30000,Appartement,41.0,40000.0,975.61,2024-01-04
Villeneuve-lès-Avignon,30351,30400,Maison,106.0,370000.0,3490.57,2024-01-23
Le Grau-du-Roi,30133,30240,Appartement,43.0,130000.0,3023.26,2024-01-11
Le Grau-du-Roi,30133,30240,Appartement,64.0,336000.0,5250.0,2024-01-18
Nîmes,30189,30000,Appartement,73.0,93000.0,1273.97,2024-01-08
Nîmes,30189,30000,Appartement,15.0,74780.0,4985.33,2024-01-24
Nîmes,30189,30000,Appartement,45.0,104000.0,2311.11,2024-01-25
Le Grau-du-Roi,30133,30240,Appartement,29.0,159000.0,5482.76,2024-01-24
Aujac,30022,30450,Maison,13.0,65000.0,5000.0,2024-01-15
Vézénobres,30348,30360,Maison,66.0,410450.0,6218.94,2024-01-12
Nîmes,30189,30000,Maison,73.0,100000.0,1369.86,2024-01-11
Calvisson,30062,30420,Maison,89.0,225500.0,2533.71,2024-01-04
Alès,30007,30100,Maison,62.0,104000.0,1677.42,2024-01-25
Nîmes,30189,30000,Maison,129.0,94500.0,732.56,2024-01-22
Pujaut,30209,30131,Maison,52.0,90000.0,1730.77,2024-01-08
Pujaut,30209,30131,Maison,52.0,90000.0,1730.77,2024-01-08
Saint-Gervasy,30257,30320,Maison,61.0,179000.0,2934.43,2024-01-25
Nîmes,30189,30900,Appartement,27.0,80750.0,2990.74,2024-01-20
Nîmes,30189,30900,Appartement,36.0,84000.0,2333.33,2024-01-09
Pont-Saint-Esprit,30202,30130,Appartement,35.0,186270.0,5322.0,2024-01-18
Pont-Saint-Esprit,30202,30130,Appartement,35.0,186270.0,5322.0,2024-01-18
Pont-Saint-Esprit,30202,30130,Appartement,35.0,186270.0,5322.0,2024-01-18
Pont-Saint-Esprit,30202,30130,Appartement,35.0,186270.0,5322.0,2024-01-18
Nîmes,30189,30000,Appartement,100.0,264500.0,2645.0,2024-01-17
Nîmes,30189,30900,Maison,44.0,141000.0,3204.55,2024-01-18
Nîmes,30189,30900,Appartement,31.0,100000.0,3225.81,2024-01-19
Vallabrix,30337,30700,Maison,77.0,192500.0,2500.0,2024-01-16
Nîmes,30189,30000,Appartement,76.0,110500.0,1453.95,2024-01-04
Uzès,30334,30700,Appartement,59.0,1800000.0,30508.47,2024-01-09
Uzès,30334,30700,Appartement,50.0,1800000.0,36000.0,2024-01-09
Uzès,30334,30700,Appartement,40.0,1800000.0,45000.0,2024-01-09
Uzès,30334,30700,Appartement,130.0,1800000.0,13846.15,2024-01-09
Uzès,30334,30700,Appartement,200.0,1800000.0,9000.0,2024-01-09
Saint-Siffret,30299,30700,Maison,118.0,605300.0,5129.66,2024-01-23
Saint-Gilles,30258,30800,Appartement,48.0,79500.0,1656.25,2024-01-11
Anduze,30010,30140,Maison,135.0,274000.0,2029.63,2024-01-23
Montfrin,30179,30490,Maison,167.0,372000.0,2227.54,2024-01-23
Milhaud,30169,30540,Maison,77.0,252500.0,3279.22,2024-01-25
Nîmes,30189,30000,Appartement,30.0,77800.0,2593.33,2024-01-29
Alès,30007,30100,Appartement,56.0,180000.0,3214.29,2024-01-19
Alès,30007,30100,Appartement,56.0,180000.0,3214.29,2024-01-19
Bagnols-sur-Cèze,30028,30200,Maison,50.0,104000.0,2080.0,2024-01-17
Pont-Saint-Esprit,30202,30130,Maison,87.0,157200.0,1806.9,2024-01-24
Pont-Saint-Esprit,30202,30130,Maison,91.0,60500.0,664.84,2024-01-24
Saint-André-d'Olérargues,30232,30330,Maison,140.0,552550.0,3946.79,2024-01-18
Saint-Ambroix,30227,30500,Maison,155.0,466200.0,3007.74,2024-01-12
Le Grau-du-Roi,30133,30240,Appartement,50.0,284000.0,5680.0,2024-01-13
Redessan,30211,30129,Maison,130.0,370400.0,2849.23,2024-01-22
Génolhac,30130,30450,Appartement,33.0,31500.0,954.55,2024-01-26
Génolhac,30130,30450,Appartement,35.0,31500.0,900.0,2024-01-26
Nîmes,30189,30900,Appartement,39.0,40000.0,1025.64,2024-01-09
Le Grau-du-Roi,30133,30240,Maison,121.0,390000.0,3223.14,2024-01-19
Beaucaire,30032,30300,Maison,60.0,57000.0,950.0,2024-01-17
Nîmes,30189,30900,Appartement,49.0,137800.0,2812.24,2024-01-17
Sernhac,30317,30210,Maison,103.0,125000.0,1213.59,2024-01-25
Nîmes,30189,30000,Maison,96.0,225000.0,2343.75,2024-01-11
Pont-Saint-Esprit,30202,30130,Maison,95.0,183700.0,1933.68,2024-01-12
Belvézet,30035,30580,Maison,62.0,186000.0,3000.0,2024-01-15
Bagnols-sur-Cèze,30028,30200,Appartement,54.0,78650.0,1456.48,2024-01-15
Vergèze,30344,30310,Maison,106.0,349000.0,3292.45,2024-01-09
Vauvert,30341,30600,Appartement,43.0,114000.0,2651.16,2024-01-10
Les Angles,30011,30133,Maison,42.0,232500.0,5535.71,2024-01-24
Salindres,30305,30340,Maison,108.0,218855.0,2026.44,2024-01-19
Salindres,30305,30340,Maison,108.0,218855.0,2026.44,2024-01-19
Le Grau-du-Roi,30133,30240,Maison,72.0,399146.0,5543.69,2024-01-17
Nîmes,30189,30900,Appartement,35.0,101000.0,2885.71,2024-01-24
