commune,code_commune,code_postal,type_local,surface_m2,valeur_fonciere,prix_m2,date_mutation
Grenade,31232,31330,Appartement,60.0,144400.0,2406.67,2024-01-18
Castelginest,31116,31780,Maison,90.0,309000.0,3433.33,2024-01-11
Toulouse,31555,31200,Appartement,65.0,215050.0,3308.46,2024-01-16
Toulouse,31555,31200,Appartement,38.0,175000.0,4605.26,2024-01-16
Beauzelle,31056,31700,Maison,66.0,269500.0,4083.33,2024-01-10
Toulouse,31555,31100,Maison,83.0,236000.0,2843.37,2024-01-15
Toulouse,31555,31200,Appartement,65.0,140000.0,2153.85,2024-01-16
Toulouse,31555,31500,Appartement,35.0,136965.0,3913.29,2024-01-15
Toulouse,31555,31200,Maison,90.0,279000.0,3100.0,2024-01-17
Toulouse,31555,31500,Appartement,64.0,702000.0,10968.75,2024-01-19
Toulouse,31555,31500,Appartement,64.0,702000.0,10968.75,2024-01-19
Toulouse,31555,31500,Appartement,19.0,702000.0,36947.37,2024-01-19
Quint-Fonsegrives,31445,31130,Maison,102.0,281900.0,2763.73,2024-01-09
Toulouse,31555,31300,Appartement,43.0,133000.0,3093.02,2024-01-05
Toulouse,31555,31400,Appartement,18.0,79500.0,4416.67,2024-01-04
Aucamville,31022,31140,Appartement,65.0,157850.0,2428.46,2024-01-03
Toulouse,31555,31200,Appartement,43.0,141000.0,3279.07,2024-01-03
Toulouse,31555,31200,Appartement,65.0,277490.0,4269.08,2024-01-05
Ondes,31403,31330,Maison,98.0,244900.0,2498.98,2024-01-03
Toulouse,31555,31000,Appartement,17.0,88000.0,5176.47,2024-01-03
Escalquens,31169,31750,Appartement,65.0,169000.0,2600.0,2024-01-03
Toulouse,31555,31000,Appartement,22.0,138670.0,6303.18,2024-01-19
Toulouse,31555,31300,Appartement,60.0,196450.0,3274.17,2024-01-03
Labège,31254,31670,Maison,155.0,631000.0,4070.97,2024-01-17
Labège,31254,31670,Maison,155.0,631000.0,4070.97,2024-01-17
Toulouse,31555,31500,Appartement,125.0,457600.0,3660.8,2024-01-12
Castanet-Tolosan,31113,31320,Appartement,31.0,94500.0,3048.39,2024-01-22
Toulouse,31555,31500,Maison,100.0,415000.0,4150.0,2024-01-15
Villefranche-de-Lauragais,31582,31290,Appartement,81.0,280000.0,3456.79,2024-01-19
Villefranche-de-Lauragais,31582,31290,Appartement,75.0,280000.0,3733.33,2024-01-19
Villefranche-de-Lauragais,31582,31290,Appartement,64.0,280000.0,4375.0,2024-01-19
Villefranche-de-Lauragais,31582,31290,Appartement,59.0,280000.0,4745.76,2024-01-19
Toulouse,31555,31500,Maison,147.0,642401.0,4370.07,2024-01-05
Toulouse,31555,31300,Appartement,44.0,164761.9,3744.59,2024-01-09
Toulouse,31555,31000,Appartement,30.0,100400.0,3346.67,2024-01-12
Toulouse,31555,31400,Maison,68.0,361905.0,5322.13,2024-01-12
Toulouse,31555,31400,Appartement,86.0,195000.0,2267.44,2024-01-19
Saint-Orens-de-Gameville,31506,31650,Appartement,46.0,158000.0,3434.78,2024-01-15
Grenade,31232,31330,Appartement,63.0,109611.0,1739.86,2024-01-09
Colomiers,31149,31770,Maison,96.0,340000.0,3541.67,2024-01-04
Grenade,31232,31330,Maison,86.0,252800.0,2939.53,2024-01-10
Escalquens,31169,31750,Maison,132.0,491560.0,3723.94,2024-01-12
Toulouse,31555,31200,Maison,116.0,470400.0,4055.17,2024-01-08
Toulouse,31555,31200,Appartement,85.0,211000.0,2482.35,2024-01-10
Colomiers,31149,31770,Maison,88.0,273094.0,3103.34,2024-01-15
Saint-Loup-Cammas,31497,31140,Maison,125.0,468000.0,3744.0,2024-01-08
Colomiers,31149,31770,Maison,98.0,140000.0,1428.57,2024-01-19
Toulouse,31555,31100,Maison,87.0,240000.0,2758.62,2024-01-19
Léguevin,31291,31490,Maison,81.0,209523.0,2586.7,2024-01-19
Castelginest,31116,31780,Maison,69.0,198850.0,2881.88,2024-01-19
Toulouse,31555,31200,Maison,110.0,500000.0,4545.45,2024-01-19
Caraman,31106,31460,Maison,100.0,296000.0,2960.0,2024-01-16
Toulouse,31555,31200,Appartement,30.0,85500.0,2850.0,2024-01-19
Nailloux,31396,31560,Appartement,39.0,79900.0,2048.72,2024-01-22
Toulouse,31555,31200,Maison,81.0,200000.0,2469.14,2024-01-19
Toulouse,31555,31200,Appartement,46.0,119500.0,2597.83,2024-01-19
Toulouse,31555,31200,Appartement,60.0,140000.0,2333.33,2024-01-10
Toulouse,31555,31000,Appartement,45.0,80000.0,1777.78,2024-01-10
Portet-sur-Garonne,31433,31120,Maison,102.0,491270.0,4816.37,2024-01-12
Toulouse,31555,31100,Appartement,48.0,131500.0,2739.58,2024-01-05
Blagnac,31069,31700,Appartement,42.0,140000.0,3333.33,2024-01-11
Balma,31044,31130,Appartement,65.0,205000.0,3153.85,2024-01-22
Cornebarrieu,31150,31700,Appartement,42.0,117600.0,2800.0,2024-01-16
Cornebarrieu,31150,31700,Appartement,31.0,108771.0,3508.74,2024-01-08
Portet-sur-Garonne,31433,31120,Maison,82.0,236500.0,2884.15,2024-01-12
Montastruc-la-Conseillère,31358,31380,Maison,200.0,650000.0,3250.0,2024-01-04
Montastruc-la-Conseillère,31358,31380,Maison,200.0,650000.0,3250.0,2024-01-04
Toulouse,31555,31200,Appartement,87.0,174000.0,2000.0,2024-01-19
Toulouse,31555,31100,Maison,123.0,400000.0,3252.03,2024-01-09
Toulouse,31555,31400,Appartement,66.0,234095.0,3546.89,2024-01-05
Beauzelle,31056,31700,Maison,83.0,329000.0,3963.86,2024-01-19
Blagnac,31069,31700,Appartement,94.0,250000.0,2659.57,2024-01-05
Cugnaux,31157,31270,Appartement,27.0,84059.0,3113.3,2024-01-02
Ramonville-Saint-Agne,31446,31520,Maison,88.0,348000.0,3954.55,2024-01-09
Toulouse,31555,31400,Appartement,71.0,191000.0,2690.14,2024-01-22
Mondonville,31351,31700,Appartement,52.0,125000.0,2403.85,2024-01-11
Toulouse,31555,31100,Appartement,78.0,115000.0,1474.36,2024-01-05
Revel,31451,31250,Maison,146.0,227900.0,1560.96,2024-01-05
Nailloux,31396,31560,Appartement,43.0,68450.0,1591.86,2024-01-10
Toulouse,31555,31100,Appartement,49.0,75000.0,1530.61,2024-01-19
Toulouse,31555,31300,Appartement,16.0,95000.0,5937.5,2024-01-16
Nailloux,31396,31560,Appartement,43.0,62450.0,1452.33,2024-01-10
Blagnac,31069,31700,Appartement,65.0,190000.0,2923.08,2024-01-08
Toulouse,31555,31500,Appartement,67.0,219000.0,3268.66,2024-01-08
Toulouse,31555,31300,Appartement,45.0,144000.0,3200.0,2024-01-17
Toulouse,31555,31400,Appartement,40.0,150000.0,3750.0,2024-01-02
Toulouse,31555,31400,Appartement,38.0,150000.0,3947.37,2024-01-02
Toulouse,31555,31300,Appartement,35.0,101481.0,2899.46,2024-01-08
Toulouse,31555,31500,Appartement,65.0,120000.0,1846.15,2024-01-18
Toulouse,31555,31000,Appartement,160.0,775000.0,4843.75,2024-01-16
Tournefeuille,31557,31170,Maison,127.0,345000.0,2716.54,2024-01-05
Léguevin,31291,31490,Maison,118.0,180000.0,1525.42,2024-01-08
Pechbonnieu,31410,31140,Maison,80.0,184000.0,2300.0,2024-01-04
Toulouse,31555,31000,Appartement,30.0,110000.0,3666.67,2024-01-10
Toulouse,31555,31200,Appartement,70.0,115000.0,1642.86,2024-01-03
Toulouse,31555,31500,Appartement,51.0,212000.0,4156.86,2024-01-11
Léguevin,31291,31490,Appartement,32.0,125140.0,3910.62,2024-01-12
Toulouse,31555,31100,Appartement,83.0,135000.0,1626.51,2024-01-02
Toulouse,31555,31200,Appartement,40.0,156550.0,3913.75,2024-01-18
Daux,31160,31700,Appartement,47.0,109000.0,2319.15,2024-01-19
Toulouse,31555,31500,Appartement,63.0,136230.0,2162.38,2024-01-05
Toulouse,31555,31000,Appartement,52.0,280500.0,5394.23,2024-01-12
Toulouse,31555,31100,Maison,110.0,211750.0,1925.0,2024-01-09
Toulouse,31555,31200,Appartement,64.0,302724.0,4730.06,2024-01-22
Toulouse,31555,31200,Appartement,83.0,434000.0,5228.92,2024-01-15
Toulouse,31555,31400,Appartement,27.0,89000.0,3296.3,2024-01-10
Aussonne,31032,31840,Maison,60.0,95000.0,1583.33,2024-01-11
Toulouse,31555,31400,Appartement,25.0,87920.0,3516.8,2024-01-12
Caraman,31106,31460,Maison,50.0,263000.0,5260.0,2024-01-22
Plaisance-du-Touch,31424,31830,Maison,96.0,203600.0,2120.83,2024-01-16
Toulouse,31555,31200,Maison,64.0,37600.0,587.5,2024-01-17
Toulouse,31555,31200,Maison,64.0,78333.0,1223.95,2024-01-17
Toulouse,31555,31500,Appartement,59.0,84500.0,1432.2,2024-01-08
Toulouse,31555,31000,Appartement,80.0,286000.0,3575.0,2024-01-15
Tournefeuille,31557,31170,Maison,175.0,412000.0,2354.29,2024-01-18
Toulouse,31555,31000,Appartement,97.0,502000.0,5175.26,2024-01-12
Colomiers,31149,31770,Appartement,85.0,207200.0,2437.65,2024-01-10
Tournefeuille,31557,31170,Maison,65.0,377650.0,5810.0,2024-01-10
Toulouse,31555,31200,Appartement,82.0,112000.0,1365.85,2024-01-17
Toulouse,31555,31400,Appartement,48.0,139000.0,2895.83,2024-01-19
Colomiers,31149,31770,Appartement,86.0,208000.0,2418.6,2024-01-24
Toulouse,31555,31400,Appartement,58.0,200000.0,3448.28,2024-01-17
Toulouse,31555,31300,Appartement,61.0,223500.0,3663.93,2024-01-05
Toulouse,31555,31000,Appartement,160.0,744600.0,4653.75,2024-01-23
Castelginest,31116,31780,Maison,94.0,257950.0,2744.15,2024-01-23
Toulouse,31555,31200,Maison,180.0,661250.0,3673.61,2024-01-12
Toulouse,31555,31200,Appartement,99.0,194000.0,1959.6,2024-01-19
Corronsac,31151,31450,Maison,134.0,380000.0,2835.82,2024-01-09
Corronsac,31151,31450,Maison,134.0,380000.0,2835.82,2024-01-09
Toulouse,31555,31300,Appartement,16.0,65000.0,4062.5,2024-01-16
Toulouse,31555,31500,Appartement,44.0,157000.0,3568.18,2024-01-24
Toulouse,31555,31500,Maison,49.0,150000.0,3061.22,2024-01-10
Toulouse,31555,31200,Appartement,67.0,154000.0,2298.51,2024-01-24
Fenouillet,31182,31150,Appartement,93.0,161000.0,1731.18,2024-01-12
Toulouse,31555,31200,Appartement,68.0,200100.0,2942.65,2024-01-08
Toulouse,31555,31200,Appartement,25.0,92800.0,3712.0,2024-01-16
Blagnac,31069,31700,Appartement,19.0,90300.0,4752.63,2024-01-15
Toulouse,31555,31300,Appartement,55.0,126000.0,2290.91,2024-01-15
Toulouse,31555,31400,Maison,88.0,202740.0,2303.86,2024-01-24
Toulouse,31555,31000,Appartement,54.0,110000.0,2037.04,2024-01-24
Toulouse,31555,31400,Appartement,43.0,210000.0,4883.72,2024-01-11
Rouffiac-Tolosan,31462,31180,Appartement,42.0,74070.0,1763.57,2024-01-04
Aussonne,31032,31840,Appartement,77.0,195400.0,2537.66,2024-01-09
Toulouse,31555,31000,Appartement,93.0,219100.0,2355.91,2024-01-24
Mondonville,31351,31700,Maison,96.0,300590.0,3131.15,2024-01-08
Toulouse,31555,31400,Appartement,90.0,241850.0,2687.22,2024-01-11
Ramonville-Saint-Agne,31446,31520,Appartement,27.0,81600.0,3022.22,2024-01-08
Toulouse,31555,31400,Maison,70.0,227000.0,3242.86,2024-01-24
Fronton,31202,31620,Maison,58.0,120000.0,2068.97,2024-01-11
Colomiers,31149,31770,Maison,114.0,395000.0,3464.91,2024-01-18
Pechbonnieu,31410,31140,Maison,86.0,313300.0,3643.02,2024-01-23
Toulouse,31555,31000,Appartement,51.0,170000.0,3333.33,2024-01-09
Toulouse,31555,31400,Appartement,68.0,165000.0,2426.47,2024-01-10
Toulouse,31555,31400,Appartement,70.0,333200.0,4760.0,2024-01-11
Toulouse,31555,31300,Appartement,95.0,316300.0,3329.47,2024-01-24
Montastruc-la-Conseillère,31358,31380,Maison,93.0,235000.0,2526.88,2024-01-11
Toulouse,31555,31500,Appartement,87.0,316000.0,3632.18,2024-01-12
Pibrac,31417,31820,Maison,96.0,291000.0,3031.25,2024-01-18
Toulouse,31555,31400,Appartement,72.0,269000.0,3736.11,2024-01-24
Toulouse,31555,31400,Appartement,61.0,163000.0,2672.13,2024-01-11
Toulouse,31555,31400,Appartement,68.0,226500.0,3330.88,2024-01-10
La Salvetat-Saint-Gilles,31526,31880,Maison,78.0,240787.0,3087.01,2024-01-03
Toulouse,31555,31400,Appartement,68.0,27000.0,397.06,2024-01-10
Cornebarrieu,31150,31700,Maison,80.0,230700.0,2883.75,2024-01-09
Saint-Jean,31488,31240,Appartement,55.0,153100.0,2783.64,2024-01-09
Toulouse,31555,31400,Appartement,39.0,124500.0,3192.31,2024-01-24
Toulouse,31555,31400,Appartement,30.0,217000.0,7233.33,2024-01-09
Toulouse,31555,31200,Appartement,57.0,130320.0,2286.32,2024-01-23
Toulouse,31555,31500,Appartement,41.0,130500.0,3182.93,2024-01-17
Toulouse,31555,31400,Appartement,18.0,135000.0,7500.0,2024-01-11
Toulouse,31555,31400,Appartement,62.0,168250.0,2713.71,2024-01-08
Toulouse,31555,31200,Appartement,98.0,245000.0,2500.0,2024-01-11
Toulouse,31555,31200,Appartement,72.0,158970.0,2207.92,2024-01-04
Toulouse,31555,31500,Appartement,80.0,220000.0,2750.0,2024-01-22
Toulouse,31555,31500,Appartement,64.0,116000.0,1812.5,2024-01-04
Toulouse,31555,31000,Maison,100.0,311102.0,3111.02,2024-01-19
Toulouse,31555,31500,Appartement,65.0,126000.0,1938.46,2024-01-10
Toulouse,31555,31300,Appartement,43.0,163000.0,3790.7,2024-01-05
Toulouse,31555,31400,Appartement,15.0,22000.0,1466.67,2024-01-09
Blagnac,31069,31700,Maison,132.0,497599.0,3769.69,2024-01-26
Toulouse,31555,31000,Appartement,99.0,518150.0,5233.84,2024-01-25
Blagnac,31069,31700,Maison,100.0,301840.0,3018.4,2024-01-23
Villefranche-de-Lauragais,31582,31290,Maison,45.0,220000.0,4888.89,2024-01-05
Toulouse,31555,31300,Appartement,53.0,123750.0,2334.91,2024-01-24
Blagnac,31069,31700,Appartement,43.0,135600.0,3153.49,2024-01-15
Toulouse,31555,31400,Appartement,58.0,271150.0,4675.0,2024-01-19
Blagnac,31069,31700,Appartement,85.0,270475.0,3182.06,2024-01-26
Toulouse,31555,31100,Maison,183.0,372900.0,2037.7,2024-01-16
Toulouse,31555,31200,Appartement,78.0,150000.0,1923.08,2024-01-23
Toulouse,31555,31200,Appartement,64.0,137851.0,2153.92,2024-01-22
Toulouse,31555,31400,Appartement,62.0,84000.0,1354.84,2024-01-03
Toulouse,31555,31400,Appartement,24.0,92550.0,3856.25,2024-01-26
Toulouse,31555,31100,Appartement,55.0,130000.0,2363.64,2024-01-18
Tournefeuille,31557,31170,Maison,101.0,441621.0,4372.49,2024-01-17
Toulouse,31555,31200,Appartement,57.0,162000.0,2842.11,2024-01-22
Beauzelle,31056,31700,Appartement,76.0,125550.0,1651.97,2024-01-19
Toulouse,31555,31200,Appartement,32.0,100000.0,3125.0,2024-01-25
Saint-Jean,31488,31240,Appartement,61.0,256500.0,4204.92,2024-01-18
Toulouse,31555,31400,Appartement,20.0,76000.0,3800.0,2024-01-23
Aucamville,31022,31140,Appartement,41.0,101700.0,2480.49,2024-01-12
Blagnac,31069,31700,Appartement,59.0,212500.0,3601.69,2024-01-26
Ondes,31403,31330,Maison,110.0,365000.0,3318.18,2024-01-25
Toulouse,31555,31300,Maison,118.0,490000.0,4152.54,2024-01-26
Toulouse,31555,31300,Appartement,68.0,174000.0,2558.82,2024-01-12
Toulouse,31555,31100,Appartement,70.0,78306.0,1118.66,2024-01-04
Castanet-Tolosan,31113,31320,Appartement,44.0,135600.0,3081.82,2024-01-11
Saint-Alban,31467,31140,Appartement,81.0,204000.0,2518.52,2024-01-08
Toulouse,31555,31300,Appartement,79.0,191100.0,2418.99,2024-01-05
Mondonville,31351,31700,Appartement,62.0,181100.0,2920.97,2024-01-15
Grenade,31232,31330,Maison,166.0,410000.0,2469.88,2024-01-16
Toulouse,31555,31000,Appartement,40.0,40000.0,1000.0,2024-01-12
Toulouse,31555,31500,Maison,70.0,310419.0,4434.56,2024-01-15
Toulouse,31555,31200,Appartement,70.0,550000.0,7857.14,2024-01-22
Toulouse,31555,31200,Appartement,70.0,550000.0,7857.14,2024-01-22
Toulouse,31555,31200,Appartement,41.0,97260.0,2372.2,2024-01-19
Colomiers,31149,31770,Appartement,44.0,130000.0,2954.55,2024-01-04
Castelginest,31116,31780,Maison,145.0,205000.0,1413.79,2024-01-12
Baziège,31048,31450,Maison,94.0,254450.0,2706.91,2024-01-30
Gratentour,31230,31150,Maison,92.0,329460.0,3581.09,2024-01-19
Toulouse,31555,31000,Appartement,94.0,365000.0,3882.98,2024-01-22
Saint-Jory,31490,31790,Maison,150.0,320000.0,2133.33,2024-01-25
Toulouse,31555,31500,Appartement,36.0,140000.0,3888.89,2024-01-26
Drémil-Lafage,31163,31280,Maison,113.0,463801.0,4104.43,2024-01-25
Drémil-Lafage,31163,31280,Maison,113.0,463801.0,4104.43,2024-01-25
Toulouse,31555,31000,Appartement,30.0,165000.0,5500.0,2024-01-19
Toulouse,31555,31500,Appartement,71.0,227300.0,3201.41,2024-01-12
Toulouse,31555,31200,Appartement,61.0,189500.0,3106.56,2024-01-13
Nailloux,31396,31560,Appartement,36.0,66000.0,1833.33,2024-01-12
Cadours,31098,31480,Maison,98.0,93200.0,951.02,2024-01-18
Nailloux,31396,31560,Appartement,56.0,97500.0,1741.07,2024-01-16
