commune,code_commune,code_postal,type_local,surface_m2,valeur_fonciere,prix_m2,date_mutation
Douai,59178,59500,Maison,100.0,165000.0,1650.0,2024-01-08
Lille,59350,59800,Maison,90.0,270500.0,3005.56,2024-01-11
Wasquehal,59646,59290,Appartement,46.0,164000.0,3565.22,2024-01-10
Villeneuve-d'Ascq,59009,59493,Maison,100.0,310000.0,3100.0,2024-01-10
Lille,59350,59800,Appartement,48.0,293000.0,6104.17,2024-01-10
Mouvaux,59421,59420,Maison,108.0,356350.0,3299.54,2024-01-10
Lille,59350,59000,Appartement,35.0,78000.0,2228.57,2024-01-10
Lambersart,59328,59130,Maison,85.0,418000.0,4917.65,2024-01-10
Tourcoing,59599,59200,Maison,65.0,127800.0,1966.15,2024-01-05
Pérenchies,59457,59840,Maison,173.0,512000.0,2959.54,2024-01-03
Mons-en-Barœul,59410,59370,Maison,77.0,400000.0,5194.81,2024-01-06
Croix,59163,59170,Maison,70.0,230000.0,3285.71,2024-01-08
Houplines,59317,59116,Appartement,55.0,310000.0,5636.36,2024-01-10
Houplines,59317,59116,Appartement,55.0,310000.0,5636.36,2024-01-10
Houplines,59317,59116,Appartement,55.0,310000.0,5636.36,2024-01-10
Houplines,59317,59116,Appartement,41.0,310000.0,7560.98,2024-01-10
Wattignies,59648,59139,Maison,59.0,117100.0,1984.75,2024-01-09
Roubaix,59512,59100,Appartement,21.0,19000.0,904.76,2024-01-08
Roubaix,59512,59100,Appartement,35.0,19000.0,542.86,2024-01-08
Wervicq-Sud,59656,59117,Maison,135.0,416969.0,3088.66,2024-01-12
Armentières,59017,59280,Maison,130.0,243000.0,1869.23,2024-01-05
Attiches,59022,59551,Maison,144.0,412000.0,2861.11,2024-01-15
Roubaix,59512,59100,Maison,90.0,128350.0,1426.11,2024-01-15
Lille,59350,59000,Appartement,18.0,76000.0,4222.22,2024-01-12
Haubourdin,59286,59320,Maison,50.0,137800.0,2756.0,2024-01-10
Lille,59350,59000,Appartement,31.0,69500.0,2241.94,2024-01-04
Villeneuve-d'Ascq,59009,59493,Maison,81.0,202000.0,2493.83,2024-01-09
Mons-en-Barœul,59410,59370,Maison,52.0,130000.0,2500.0,2024-01-12
Tourcoing,59599,59200,Maison,145.0,355000.0,2448.28,2024-01-15
Villeneuve-d'Ascq,59009,59650,Maison,72.0,206930.0,2874.03,2024-01-09
Roncq,59508,59223,Maison,110.0,100000.0,909.09,2024-01-05
Ennetières-en-Weppes,59196,59320,Maison,155.0,592500.0,3822.58,2024-01-15
Roubaix,59512,59100,Appartement,19.0,101000.0,5315.79,2024-01-11
Roubaix,59512,59100,Appartement,18.0,101000.0,5611.11,2024-01-11
Roubaix,59512,59100,Appartement,32.0,101000.0,3156.25,2024-01-11
Roubaix,59512,59100,Appartement,35.0,101000.0,2885.71,2024-01-11
Tourcoing,59599,59200,Appartement,75.0,105000.0,1400.0,2024-01-12
Baisieux,59044,59780,Maison,107.0,350000.0,3271.03,2024-01-12
Wasquehal,59646,59290,Maison,67.0,228400.0,3408.96,2024-01-08
Lille,59350,59160,Maison,68.0,200000.0,2941.18,2024-01-08
Sainghin-en-Weppes,59524,59184,Maison,36.0,130000.0,3611.11,2024-01-08
Mons-en-Barœul,59410,59370,Appartement,53.0,81000.0,1528.3,2024-01-12
Ronchin,59507,59790,Appartement,53.0,75000.0,1415.09,2024-01-12
Lille,59350,59000,Maison,38.0,151300.0,3981.58,2024-01-11
Villeneuve-d'Ascq,59009,59493,Maison,94.0,260000.0,2765.96,2024-01-09
Halluin,59279,59250,Maison,120.0,222350.0,1852.92,2024-01-12
Mouvaux,59421,59420,Maison,96.0,420300.0,4378.12,2024-01-05
Tourcoing,59599,59200,Maison,105.0,173400.0,1651.43,2024-01-12
Marcq-en-Barœul,59378,59700,Maison,39.0,131000.0,3358.97,2024-01-09
Villeneuve-d'Ascq,59009,59493,Maison,81.0,192000.0,2370.37,2024-01-08
Roubaix,59512,59100,Maison,67.0,81200.0,1211.94,2024-01-05
Erquinghem-Lys,59202,59193,Maison,112.0,378500.0,3379.46,2024-01-03
Roncq,59508,59223,Maison,98.0,336000.0,3428.57,2024-01-10
Tourcoing,59599,59200,Maison,115.0,220000.0,1913.04,2024-01-10
Fressain,59254,59234,Maison,121.0,189100.0,1562.81,2024-01-03
Hem,59299,59510,Maison,105.0,218000.0,2076.19,2024-01-05
Villeneuve-d'Ascq,59009,59491,Maison,82.0,248000.0,3024.39,2024-01-08
Roubaix,59512,59100,Maison,40.0,65000.0,1625.0,2024-01-10
Villeneuve-d'Ascq,59009,59650,Maison,93.0,292000.0,3139.78,2024-01-12
Lille,59350,59160,Maison,61.0,205000.0,3360.66,2024-01-03
Masny,59390,59176,Maison,86.0,161000.0,1872.09,2024-01-11
Tourcoing,59599,59200,Appartement,94.0,130000.0,1382.98,2024-01-15
Tourcoing,59599,59200,Appartement,99.0,131000.0,1323.23,2024-01-10
Tourcoing,59599,59200,Maison,155.0,147500.0,951.61,2024-01-09
Tourcoing,59599,59200,Appartement,105.0,140000.0,1333.33,2024-01-10
Santes,59553,59211,Maison,90.0,130000.0,1444.44,2024-01-05
Mouvaux,59421,59420,Maison,129.0,656800.0,5091.47,2024-01-08
Douai,59178,59500,Appartement,66.0,150000.0,2272.73,2024-01-11
Saint-André-lez-Lille,59527,59350,Maison,80.0,215000.0,2687.5,2024-01-04
Douai,59178,59500,Maison,134.0,254510.0,1899.33,2024-01-12
Tourcoing,59599,59200,Appartement,52.0,109000.0,2096.15,2024-01-11
Lille,59350,59800,Maison,128.0,562000.0,4390.62,2024-01-08
Tourcoing,59599,59200,Maison,105.0,160000.0,1523.81,2024-01-03
Lille,59350,59800,Appartement,75.0,595500.0,7940.0,2024-01-02
Lille,59350,59800,Appartement,57.0,595500.0,10447.37,2024-01-02
Flines-lez-Raches,59239,59148,Maison,131.0,168000.0,1282.44,2024-01-16
Marchiennes,59375,59870,Maison,124.0,252000.0,2032.26,2024-01-12
Courchelettes,59156,59552,Maison,87.0,168000.0,1931.03,2024-01-04
Lys-lez-Lannoy,59367,59390,Appartement,58.0,130250.0,2245.69,2024-01-15
Croix,59163,59170,Appartement,55.0,195300.0,3550.91,2024-01-05
Lille,59350,59000,Appartement,51.0,137500.0,2696.08,2024-01-12
Sin-le-Noble,59569,59450,Maison,75.0,125000.0,1666.67,2024-01-12
Lille,59350,59260,Appartement,50.0,105000.0,2100.0,2024-01-11
Annœullin,59011,59112,Maison,47.0,168000.0,3574.47,2024-01-12
Croix,59163,59170,Appartement,94.0,260905.0,2775.59,2024-01-16
Wambrechies,59636,59118,Appartement,51.0,135000.0,2647.06,2024-01-16
Wavrin,59653,59136,Maison,79.0,200000.0,2531.65,2024-01-15
Wavrin,59653,59136,Maison,246.0,200000.0,813.01,2024-01-15
Lambersart,59328,59130,Appartement,97.0,320000.0,3298.97,2024-01-15
Erquinghem-Lys,59202,59193,Appartement,86.0,195700.0,2275.58,2024-01-16
Tourcoing,59599,59200,Maison,148.0,93000.0,628.38,2024-01-15
Villeneuve-d'Ascq,59009,59491,Maison,99.0,301100.0,3041.41,2024-01-04
Cappelle-en-Pévèle,59129,59242,Maison,90.0,298000.0,3311.11,2024-01-09
Genech,59258,59242,Maison,126.0,380000.0,3015.87,2024-01-03
Genech,59258,59242,Maison,72.0,380000.0,5277.78,2024-01-03
Genech,59258,59242,Maison,77.0,380000.0,4935.06,2024-01-03
Genech,59258,59242,Maison,70.0,380000.0,5428.57,2024-01-03
Armentières,59017,59280,Maison,70.0,80000.0,1142.86,2024-01-17
Mérignies,59398,59710,Maison,277.0,1210000.0,4368.23,2024-01-08
Templeuve-en-Pévèle,59586,59242,Maison,151.0,495000.0,3278.15,2024-01-05
Templeuve-en-Pévèle,59586,59242,Maison,151.0,495000.0,3278.15,2024-01-05
Lille,59350,59800,Appartement,116.0,482000.0,4155.17,2024-01-10
Ostricourt,59452,59162,Maison,111.0,259500.0,2337.84,2024-01-02
Péronne-en-Mélantois,59458,59273,Maison,146.0,451000.0,3089.04,2024-01-03
Péronne-en-Mélantois,59458,59273,Maison,146.0,451000.0,3089.04,2024-01-03
Bondues,59090,59910,Appartement,206.0,927000.0,4500.0,2024-01-03
Marchiennes,59375,59870,Maison,84.0,199605.0,2376.25,2024-01-10
Roncq,59508,59223,Maison,90.0,115000.0,1277.78,2024-01-12
Tourcoing,59599,59200,Maison,57.0,227100.0,3984.21,2024-01-17
Lille,59350,59800,Appartement,68.0,210000.0,3088.24,2024-01-03
Roubaix,59512,59100,Maison,190.0,115000.0,605.26,2024-01-04
Lille,59350,59800,Appartement,39.0,185000.0,4743.59,2024-01-02
Douai,59178,59500,Appartement,28.0,48000.0,1714.29,2024-01-08
La Chapelle-d'Armentières,59143,59930,Appartement,77.0,219900.0,2855.84,2024-01-17
Lille,59350,59800,Appartement,56.0,280000.0,5000.0,2024-01-15
Fenain,59227,59179,Maison,147.0,360000.0,2448.98,2024-01-07
Lille,59350,59800,Appartement,85.0,379000.0,4458.82,2024-01-10
Tourcoing,59599,59200,Maison,54.0,111000.0,2055.56,2024-01-16
Lezennes,59346,59260,Maison,70.0,172000.0,2457.14,2024-01-17
Saint-André-lez-Lille,59527,59350,Appartement,67.0,298000.0,4447.76,2024-01-12
Villeneuve-d'Ascq,59009,59491,Maison,90.0,205000.0,2277.78,2024-01-18
Lille,59350,59000,Maison,182.0,374000.0,2054.95,2024-01-02
Auby,59028,59950,Maison,53.0,75000.0,1415.09,2024-01-09
Avelin,59034,59710,Maison,116.0,341000.0,2939.66,2024-01-09
Flines-lez-Raches,59239,59148,Maison,94.0,106000.0,1127.66,2024-01-16
Saint-André-lez-Lille,59527,59350,Appartement,66.0,237000.0,3590.91,2024-01-15
Marcq-en-Barœul,59378,59700,Appartement,49.0,162000.0,3306.12,2024-01-09
Lille,59350,59000,Appartement,112.0,419000.0,3741.07,2024-01-03
Haubourdin,59286,59320,Appartement,66.0,164000.0,2484.85,2024-01-15
Herlies,59303,59134,Maison,112.0,308224.0,2752.0,2024-01-04
Thumeries,59592,59239,Maison,83.0,204600.0,2465.06,2024-01-12
Leers,59339,59115,Appartement,51.0,174000.0,3411.76,2024-01-17
Roubaix,59512,59100,Maison,70.0,97000.0,1385.71,2024-01-17
Comines,59152,59560,Maison,77.0,132000.0,1714.29,2024-01-08
Phalempin,59462,59133,Appartement,48.0,152000.0,3166.67,2024-01-09
Armentières,59017,59280,Maison,46.0,90000.0,1956.52,2024-01-03
Ronchin,59507,59790,Maison,70.0,174500.0,2492.86,2024-01-12
Villeneuve-d'Ascq,59009,59493,Appartement,64.0,322550.0,5039.84,2024-01-12
La Madeleine,59368,59110,Appartement,67.0,261400.0,3901.49,2024-01-05
Marcq-en-Barœul,59378,59700,Appartement,53.0,180000.0,3396.23,2024-01-04
Fretin,59256,59273,Maison,83.0,238590.0,2874.58,2024-01-12
Lille,59350,59800,Appartement,57.0,235000.0,4122.81,2024-01-08
Roubaix,59512,59100,Maison,243.0,532000.0,2189.3,2024-01-15
Fretin,59256,59273,Maison,108.0,273600.0,2533.33,2024-01-11
Lille,59350,59260,Maison,112.0,441676.0,3943.54,2024-01-15
Lille,59350,59800,Maison,95.0,326000.0,3431.58,2024-01-05
La Bassée,59051,59480,Maison,160.0,210000.0,1312.5,2024-01-12
Tourcoing,59599,59200,Appartement,99.0,167300.0,1689.9,2024-01-12
Villeneuve-d'Ascq,59009,59491,Appartement,80.0,175000.0,2187.5,2024-01-19
Lys-lez-Lannoy,59367,59390,Maison,54.0,130450.0,2415.74,2024-01-19
Wattignies,59648,59139,Maison,114.0,283500.0,2486.84,2024-01-15
Villeneuve-d'Ascq,59009,59650,Maison,114.0,392900.0,3446.49,2024-01-17
Tourcoing,59599,59200,Maison,77.0,82500.0,1071.43,2024-01-12
Lille,59350,59000,Appartement,22.0,105760.0,4807.27,2024-01-03
La Madeleine,59368,59110,Appartement,51.0,164000.0,3215.69,2024-01-10
Lille,59350,59800,Appartement,123.0,460000.0,3739.84,2024-01-12
Lille,59350,59000,Appartement,33.0,129900.0,3936.36,2024-01-05
Leers,59339,59115,Maison,83.0,205000.0,2469.88,2024-01-03
Lille,59350,59800,Appartement,30.0,110000.0,3666.67,2024-01-18
Lille,59350,59000,Appartement,19.0,61000.0,3210.53,2024-01-12
Lille,59350,59260,Maison,115.0,155000.0,1347.83,2024-01-16
Wasquehal,59646,59290,Maison,100.0,418000.0,4180.0,2024-01-16
Hallennes-lez-Haubourdin,59278,59320,Maison,75.0,194000.0,2586.67,2024-01-10
Lille,59350,59800,Maison,84.0,162760.0,1937.62,2024-01-15
Lille,59350,59800,Appartement,65.0,195000.0,3000.0,2024-01-18
Lille,59350,59000,Maison,54.0,135000.0,2500.0,2024-01-10
Comines,59152,59560,Maison,82.0,246400.0,3004.88,2024-01-08
Mons-en-Barœul,59410,59370,Maison,115.0,327000.0,2843.48,2024-01-18
Comines,59152,59560,Maison,92.0,201000.0,2184.78,2024-01-02
Ronchin,59507,59790,Maison,88.0,199000.0,2261.36,2024-01-17
Lille,59350,59800,Appartement,72.0,185200.0,2572.22,2024-01-12
La Chapelle-d'Armentières,59143,59930,Maison,104.0,318000.0,3057.69,2024-01-17
Saint-André-lez-Lille,59527,59350,Maison,91.0,455500.0,5005.49,2024-01-11
Lambersart,59328,59130,Appartement,47.0,150000.0,3191.49,2024-01-15
Ronchin,59507,59790,Maison,82.0,144000.0,1756.1,2024-01-17
Tourcoing,59599,59200,Maison,95.0,186000.0,1957.89,2024-01-19
Tourcoing,59599,59200,Maison,95.0,90000.0,947.37,2024-01-19
Tourcoing,59599,59200,Maison,80.0,50000.0,625.0,2024-01-17
Tourcoing,59599,59200,Maison,66.0,119600.0,1812.12,2024-01-18
Halluin,59279,59250,Maison,91.0,238323.0,2618.93,2024-01-02
Roubaix,59512,59100,Appartement,69.0,53000.0,768.12,2024-01-03
Marcq-en-Barœul,59378,59700,Appartement,20.0,69300.0,3465.0,2024-01-10
Marquette-lez-Lille,59386,59520,Maison,83.0,297350.0,3582.53,2024-01-03
Loos,59360,59120,Appartement,66.0,177000.0,2681.82,2024-01-08
Loos,59360,59120,Appartement,59.0,156200.0,2647.46,2024-01-15
Marcq-en-Barœul,59378,59700,Appartement,52.0,189400.0,3642.31,2024-01-03
Lille,59350,59800,Maison,61.0,227100.0,3722.95,2024-01-04
Marquette-lez-Lille,59386,59520,Maison,65.0,195000.0,3000.0,2024-01-15
Lille,59350,59000,Appartement,83.0,204000.0,2457.83,2024-01-09
Lille,59350,59000,Maison,70.0,185000.0,2642.86,2024-01-03
Lille,59350,59800,Appartement,43.0,191000.0,4441.86,2024-01-19
Sainghin-en-Mélantois,59523,59262,Maison,217.0,679900.0,3133.18,2024-01-05
Villeneuve-d'Ascq,59009,59650,Appartement,71.0,105000.0,1478.87,2024-01-02
Bouvines,59106,59830,Maison,87.0,244320.0,2808.28,2024-01-08
Tourcoing,59599,59200,Appartement,28.0,21000.0,750.0,2024-01-12
Ronchin,59507,59790,Appartement,50.0,138000.0,2760.0,2024-01-15
Mons-en-Barœul,59410,59370,Appartement,63.0,106000.0,1682.54,2024-01-10
Lille,59350,59800,Appartement,74.0,310800.0,4200.0,2024-01-10
Lille,59350,59800,Appartement,58.0,238000.0,4103.45,2024-01-10
Bondues,59090,59910,Maison,178.0,657000.0,3691.01,2024-01-18
Bondues,59090,59910,Maison,178.0,657000.0,3691.01,2024-01-18
Lille,59350,59000,Appartement,71.0,193000.0,2718.31,2024-01-16
Marcq-en-Barœul,59378,59700,Appartement,44.0,156000.0,3545.45,2024-01-17
Lille,59350,59800,Appartement,40.0,100000.0,2500.0,2024-01-09
Lesquin,59343,59810,Appartement,76.0,128000.0,1684.21,2024-01-19
Pecquencourt,59456,59146,Maison,61.0,95000.0,1557.38,2024-01-05
Roubaix,59512,59100,Appartement,73.0,90000.0,1232.88,2024-01-22
Wattrelos,59650,59150,Maison,120.0,196000.0,1633.33,2024-01-10
Lambersart,59328,59130,Maison,102.0,220000.0,2156.86,2024-01-11
Villeneuve-d'Ascq,59009,59650,Maison,107.0,447000.0,4177.57,2024-01-16
Wattrelos,59650,59150,Maison,90.0,150000.0,1666.67,2024-01-12
Roubaix,59512,59100,Maison,50.0,82500.0,1650.0,2024-01-15
Somain,59574,59490,Maison,68.0,59000.0,867.65,2024-01-11
Bouvignies,59105,59870,Maison,303.0,494500.0,1632.01,2024-01-11
Lille,59350,59160,Maison,40.0,65000.0,1625.0,2024-01-10
Mons-en-Barœul,59410,59370,Maison,97.0,223000.0,2298.97,2024-01-22
Seclin,59560,59113,Maison,116.0,414000.0,3568.97,2024-01-12
Seclin,59560,59113,Maison,116.0,414000.0,3568.97,2024-01-12
Lille,59350,59000,Appartement,60.0,1363000.0,22716.67,2024-01-18
Haubourdin,59286,59320,Maison,70.0,152400.0,2177.14,2024-01-02
Lille,59350,59800,Appartement,60.0,283000.0,4716.67,2024-01-03
Ronchin,59507,59790,Maison,81.0,175000.0,2160.49,2024-01-16
Seclin,59560,59113,Maison,69.0,215000.0,3115.94,2024-01-12
Wattignies,59648,59139,Appartement,52.0,71000.0,1365.38,2024-01-15
Seclin,59560,59113,Maison,90.0,71940.0,799.33,2024-01-16
Armentières,59017,59280,Maison,65.0,130675.0,2010.38,2024-01-18
Vred,59629,59870,Maison,65.0,122000.0,1876.92,2024-01-16
Armentières,59017,59280,Maison,92.0,85000.0,923.91,2024-01-19
Faches-Thumesnil,59220,59155,Maison,80.0,127000.0,1587.5,2024-01-16
Douai,59178,59500,Maison,115.0,167200.0,1453.91,2024-01-12
Provin,59477,59185,Maison,101.0,288000.0,2851.49,2024-01-05
Roubaix,59512,59100,Maison,80.0,141100.0,1763.75,2024-01-15
Haubourdin,59286,59320,Maison,87.0,165000.0,1896.55,2024-01-09
Haubourdin,59286,59320,Maison,101.0,196000.0,1940.59,2024-01-12
Lille,59350,59800,Appartement,60.0,194600.0,3243.33,2024-01-10
Sin-le-Noble,59569,59450,Appartement,53.0,30000.0,566.04,2024-01-19
Lille,59350,59000,Appartement,79.0,158760.0,2009.62,2024-01-17
Avelin,59034,59710,Maison,136.0,460000.0,3382.35,2024-01-16
Tourmignies,59600,59551,Maison,140.0,397700.0,2840.71,2024-01-22
Tourmignies,59600,59551,Maison,140.0,397700.0,2840.71,2024-01-22
Wattignies,59648,59139,Appartement,37.0,142000.0,3837.84,2024-01-12
Lille,59350,59800,Appartement,62.0,146100.0,2356.45,2024-01-15
Roost-Warendin,59509,59286,Maison,74.0,135000.0,1824.32,2024-01-12
Auby,59028,59950,Maison,96.0,196910.0,2051.15,2024-01-11
Marcq-en-Barœul,59378,59700,Maison,80.0,161000.0,2012.5,2024-01-12
Baisieux,59044,59780,Maison,112.0,317000.0,2830.36,2024-01-04
Marcq-en-Barœul,59378,59700,Maison,120.0,378500.0,3154.17,2024-01-11
Lille,59350,59000,Appartement,28.0,76000.0,2714.29,2024-01-11
Lille,59350,59000,Appartement,30.0,135000.0,4500.0,2024-01-11
Faches-Thumesnil,59220,59155,Maison,81.0,258000.0,3185.19,2024-01-22
Sainghin-en-Mélantois,59523,59262,Maison,107.0,374724.0,3502.09,2024-01-18
Villeneuve-d'Ascq,59009,59650,Maison,69.0,291000.0,4217.39,2024-01-19
Lille,59350,59000,Maison,163.0,643000.0,3944.79,2024-01-08
Lille,59350,59160,Maison,192.0,403300.0,2100.52,2024-01-04
Mouvaux,59421,59420,Maison,65.0,248500.0,3823.08,2024-01-15
Lille,59350,59000,Appartement,15.0,72000.0,4800.0,2024-01-17
Wahagnies,59630,59261,Maison,58.0,132000.0,2275.86,2024-01-04
Lille,59350,59800,Maison,110.0,451200.0,4101.82,2024-01-11
Villeneuve-d'Ascq,59009,59650,Maison,109.0,375000.0,3440.37,2024-01-10
Roubaix,59512,59100,Appartement,61.0,108000.0,1770.49,2024-01-12
Roubaix,59512,59100,Appartement,62.0,108000.0,1741.94,2024-01-12
Attiches,59022,59551,Maison,102.0,272000.0,2666.67,2024-01-03
Linselles,59352,59126,Maison,143.0,483470.0,3380.91,2024-01-09
Fretin,59256,59273,Maison,90.0,178000.0,1977.78,2024-01-09
Tourcoing,59599,59200,Maison,70.0,125000.0,1785.71,2024-01-22
Mons-en-Pévèle,59411,59246,Maison,163.0,344100.0,2111.04,2024-01-11
Templeuve-en-Pévèle,59586,59242,Maison,78.0,222000.0,2846.15,2024-01-10
Templeuve-en-Pévèle,59586,59242,Maison,91.0,200000.0,2197.8,2024-01-16
Wattrelos,59650,59150,Maison,81.0,215000.2,2654.32,2024-01-19
Lille,59350,59800,Appartement,64.0,342500.0,5351.56,2024-01-05
Villeneuve-d'Ascq,59009,59650,Appartement,62.0,208000.0,3354.84,2024-01-19
Roubaix,59512,59100,Appartement,66.0,99000.0,1500.0,2024-01-23
La Bassée,59051,59480,Maison,80.0,130000.0,1625.0,2024-01-12
Marquette-lez-Lille,59386,59520,Appartement,64.0,215000.0,3359.38,2024-01-11
Armentières,59017,59280,Appartement,57.0,140000.0,2456.14,2024-01-17
Armentières,59017,59280,Appartement,45.0,140000.0,3111.11,2024-01-17
Tourcoing,59599,59200,Appartement,82.0,150000.0,1829.27,2024-01-17
Tourcoing,59599,59200,Appartement,45.0,349000.0,7755.56,2024-01-12
Tourcoing,59599,59200,Appartement,24.0,349000.0,14541.67,2024-01-12
Tourcoing,59599,59200,Appartement,45.0,349000.0,7755.56,2024-01-12
Tourcoing,59599,59200,Appartement,55.0,349000.0,6345.45,2024-01-12
Hem,59299,59510,Maison,92.0,208000.0,2260.87,2024-01-12
Lambersart,59328,59130,Appartement,66.0,87420.0,1324.55,2024-01-19
Sainghin-en-Mélantois,59523,59262,Maison,63.0,329800.0,5234.92,2024-01-15
Marcq-en-Barœul,59378,59700,Maison,195.0,787430.0,4038.1,2024-01-22
Phalempin,59462,59133,Maison,70.0,80000.0,1142.86,2024-01-18
Lille,59350,59000,Maison,73.0,213000.0,2917.81,2024-01-05
Lesquin,59343,59810,Maison,69.0,217500.0,3152.17,2024-01-18
Comines,59152,59560,Maison,85.0,173000.0,2035.29,2024-01-03
Lille,59350,59000,Appartement,74.0,228000.0,3081.08,2024-01-15
Comines,59152,59560,Maison,94.0,247000.0,2627.66,2024-01-03
Fretin,59256,59273,Maison,146.0,241000.0,1650.68,2024-01-23
Tourcoing,59599,59200,Appartement,87.0,139000.0,1597.7,2024-01-09
Wervicq-Sud,59656,59117,Maison,162.0,573150.0,3537.96,2024-01-08
Croix,59163,59170,Maison,144.0,398000.0,2763.89,2024-01-22
Douai,59178,59500,Appartement,44.0,93500.0,2125.0,2024-01-19
Saint-André-lez-Lille,59527,59350,Appartement,87.0,226000.0,2597.7,2024-01-12
Tourcoing,59599,59200,Appartement,50.0,78000.0,1560.0,2024-01-19
Lille,59350,59000,Appartement,48.0,95000.0,1979.17,2024-01-19
Roubaix,59512,59100,Maison,40.0,50000.0,1250.0,2024-01-23
Mérignies,59398,59710,Maison,100.0,390000.0,3900.0,2024-01-19
Roubaix,59512,59100,Appartement,38.0,112000.0,2947.37,2024-01-12
Sainghin-en-Weppes,59524,59184,Maison,62.0,85500.0,1379.03,2024-01-05
La Bassée,59051,59480,Maison,65.0,116000.0,1784.62,2024-01-17
Wambrechies,59636,59118,Maison,120.0,402000.0,3350.0,2024-01-08
Wattrelos,59650,59150,Appartement,66.0,135630.0,2055.0,2024-01-15
